"SampleID","Longitude","Latitude","Project_na","Region","Type","Source","Date","Station","Microcystis","Chlorophyll","Secchi","Temperature","SalSurf","TurbidityNTU","TowType","Year","Month","BottomDepth","Tide","Datetime","DO","TurbidityFNU","SizeClass","InsectGroup","Volume","Habitat","DistanceToBreach","CPUE"
"FRP ZOOP1-WINT-30AUG2021",-121.843813,38.033871,"Winter","Confluence","Inside","FRP",2021-08-30 07:00:00,"Winter Island","3",NA,90,22.1,4.13389627588171,5.1,"Surface",2021,NA,NA,"Ebb",2021-08-30 11:27:00,8.66,NA,"Meso","Chironomid",3.099783779,"Open Water",582.310505158513,0
"FRP ZOOP1-WINT-30AUG2021",-121.843813,38.033871,"Winter","Confluence","Inside","FRP",2021-08-30 07:00:00,"Winter Island","3",NA,90,22.1,4.13389627588171,5.1,"Surface",2021,NA,NA,"Ebb",2021-08-30 11:27:00,8.66,NA,"Meso","Other",3.099783779,"Open Water",582.310505158513,0
"FRP ZOOP1-WTIB-18APR2022",-121.593704,38.097975,"Web Tract Berms","Web Tract Berms","Outside","FRP",2022-04-18 07:00:00,"Webb Tract Islands and Berms",NA,NA,NA,NA,NA,NA,"Surface",2022,NA,NA,NA,2022-04-18 07:40:00,NA,NA,"Meso","Chironomid",3.608166314,"Open Water",387.230474353364,0
"FRP ZOOP1-WTIB-18APR2022",-121.593704,38.097975,"Web Tract Berms","Web Tract Berms","Outside","FRP",2022-04-18 07:00:00,"Webb Tract Islands and Berms",NA,NA,NA,NA,NA,NA,"Surface",2022,NA,NA,NA,2022-04-18 07:40:00,NA,NA,"Meso","Other",3.608166314,"Open Water",387.230474353364,0
"FRP ZOOP1-YF-12JUN2019",-121.64065,38.3607,"Flyway Farms","Cache Slough","Inside","FRP",2019-06-12 07:00:00,"Yolo Flyway Farms","1",NA,NA,27,0.323589136274845,25.7,"Surface",2019,NA,NA,"Ebb",2019-06-12 10:10:00,5.2,NA,"Meso","Chironomid",2.19,"Open Water",40.0572632327423,0.8
"FRP ZOOP1-YF-12JUN2019",-121.64065,38.3607,"Flyway Farms","Cache Slough","Inside","FRP",2019-06-12 07:00:00,"Yolo Flyway Farms","1",NA,NA,27,0.323589136274845,25.7,"Surface",2019,NA,NA,"Ebb",2019-06-12 10:10:00,5.2,NA,"Meso","Other",2.19,"Open Water",40.0572632327423,0.8
"FRP ZOOP1-YF-23MAY2019",-121.64043,38.36068,"Flyway Farms","Cache Slough","Inside","FRP",2019-05-23 07:00:00,"Yolo Flyway Farms","1",NA,22,18.3,0.235939909630917,32.3,"Surface",2019,NA,NA,"Ebb",2019-05-23 09:20:00,7.7,NA,"Meso","Chironomid",2.13,"Open Water",21.4944226101037,112.7
"FRP ZOOP1-YF-23MAY2019",-121.64043,38.36068,"Flyway Farms","Cache Slough","Inside","FRP",2019-05-23 07:00:00,"Yolo Flyway Farms","1",NA,22,18.3,0.235939909630917,32.3,"Surface",2019,NA,NA,"Ebb",2019-05-23 09:20:00,7.7,NA,"Meso","Other",2.13,"Open Water",21.4944226101037,28.2
"FRP ZOOP10-RYER-09OCT2020",-122.0241,38.08667,"Ryer","Grizzly Bay","Inside","FRP",2020-10-09 07:00:00,"Ryer Island","2",NA,50,18.8,10.8980836812699,9.5,"Surface",2020,NA,NA,"Ebb",2020-10-09 10:43:00,8.4,NA,"Meso","Chironomid",3.95,"Open Water",43.6104990189286,0
"FRP ZOOP10-RYER-09OCT2020",-122.0241,38.08667,"Ryer","Grizzly Bay","Inside","FRP",2020-10-09 07:00:00,"Ryer Island","2",NA,50,18.8,10.8980836812699,9.5,"Surface",2020,NA,NA,"Ebb",2020-10-09 10:43:00,8.4,NA,"Meso","Other",3.95,"Open Water",43.6104990189286,0
"FRP ZOOP10-WINT-05APR2021",-121.846823,38.044333,"Winter","Confluence","Inside","FRP",2021-04-05 07:00:00,"Winter Island","1",NA,56,14.5,2.82289312436194,18.1,"Surface",2021,NA,NA,"High slack",2021-04-05 11:04:00,9.57,NA,"Meso","Chironomid",3.379169225,"Open Water",219.733039487876,0
"FRP ZOOP10-WINT-05APR2021",-121.846823,38.044333,"Winter","Confluence","Inside","FRP",2021-04-05 07:00:00,"Winter Island","1",NA,56,14.5,2.82289312436194,18.1,"Surface",2021,NA,NA,"High slack",2021-04-05 11:04:00,9.57,NA,"Meso","Other",3.379169225,"Open Water",219.733039487876,0
"FRP ZOOP11-BROW-01NOV2022",-121.868972,38.042102,"Browns","Confluence","Inside","FRP",2022-11-01 07:00:00,"Browns Island","1",NA,62,16.6,6.07696676176516,18,"Surface",2022,NA,NA,"Ebb",2022-11-01 11:06:00,8.76,NA,"Meso","Chironomid",3.596019121,"Open Water",299.550196905962,0
"FRP ZOOP11-BROW-01NOV2022",-121.868972,38.042102,"Browns","Confluence","Inside","FRP",2022-11-01 07:00:00,"Browns Island","1",NA,62,16.6,6.07696676176516,18,"Surface",2022,NA,NA,"Ebb",2022-11-01 11:06:00,8.76,NA,"Meso","Other",3.596019121,"Open Water",299.550196905962,0
"FRP ZOOP11-BROW-16MAY2023",-121.873817,38.035941,"Browns","Confluence","Inside","FRP",2023-05-16 07:00:00,"Browns Island","1",NA,76,19.5,0.0711150393745217,7.3,"Surface",2023,NA,NA,"Ebb",2023-05-16 14:45:00,8.43,NA,"Meso","Chironomid",2.41279251170748,"Open Water",48.84263928519,0
"FRP ZOOP11-BROW-16MAY2023",-121.873817,38.035941,"Browns","Confluence","Inside","FRP",2023-05-16 07:00:00,"Browns Island","1",NA,76,19.5,0.0711150393745217,7.3,"Surface",2023,NA,NA,"Ebb",2023-05-16 14:45:00,8.43,NA,"Meso","Other",2.41279251170748,"Open Water",48.84263928519,0
"FRP ZOOP11-CHIP-09MAY2022",-121.90824,38.05905,"Chipps","Confluence","Inside","FRP",2022-05-09 07:00:00,"Chipps Island","1",NA,NA,15.4,6.22768695356178,24.5,"Surface",2022,NA,NA,"Ebb",2022-05-09 09:13:00,9.75,NA,"Meso","Chironomid",3.327613101,"Open Water",103.655880424279,0
"FRP ZOOP11-CHIP-09MAY2022",-121.90824,38.05905,"Chipps","Confluence","Inside","FRP",2022-05-09 07:00:00,"Chipps Island","1",NA,NA,15.4,6.22768695356178,24.5,"Surface",2022,NA,NA,"Ebb",2022-05-09 09:13:00,9.75,NA,"Meso","Other",3.327613101,"Open Water",103.655880424279,0
"FRP ZOOP11-CHIP-10MAY2022",-121.912759,38.067347,"Chipps","Confluence","Inside","FRP",2022-05-10 07:00:00,"Chipps Island","1",NA,27,15.7,4.87376610242012,33.7,"Surface",2022,NA,NA,"Ebb",2022-05-10 12:01:00,9.76,NA,"Meso","Chironomid",3.018352594,"Open Water",476.178051011419,0
"FRP ZOOP11-CHIP-10MAY2022",-121.912759,38.067347,"Chipps","Confluence","Inside","FRP",2022-05-10 07:00:00,"Chipps Island","1",NA,27,15.7,4.87376610242012,33.7,"Surface",2022,NA,NA,"Ebb",2022-05-10 12:01:00,9.76,NA,"Meso","Other",3.018352594,"Open Water",476.178051011419,0
"FRP ZOOP11-CHIP-15MAY2023",-121.925376,38.056123,"Chipps","Confluence","Inside","FRP",2023-05-15 07:00:00,"Chipps Island","1",NA,31,18.9,0.0787806858705691,19.9,"Surface",2023,NA,NA,"Ebb",2023-05-15 14:05:00,9.07,NA,"Meso","Chironomid",1.73659874980251,"Open Water",151.450718051195,18.4268242756936
"FRP ZOOP11-CHIP-15MAY2023",-121.925376,38.056123,"Chipps","Confluence","Inside","FRP",2023-05-15 07:00:00,"Chipps Island","1",NA,31,18.9,0.0787806858705691,19.9,"Surface",2023,NA,NA,"Ebb",2023-05-15 14:05:00,9.07,NA,"Meso","Other",1.73659874980251,"Open Water",151.450718051195,0
"FRP ZOOP11-DECK-08NOV2023",-121.723397,38.084871,"Decker","Decker","Inside","FRP",2023-11-08 08:00:00,"Decker Island","1",NA,NA,15.8,0.0907720241420497,5,"Surface",2023,NA,NA,"Ebb",2023-11-08 14:03:00,9.99,NA,"Meso","Chironomid",0.90404355155292,"Open Water",147.635285086292,3.45669187577527
"FRP ZOOP11-DECK-08NOV2023",-121.723397,38.084871,"Decker","Decker","Inside","FRP",2023-11-08 08:00:00,"Decker Island","1",NA,NA,15.8,0.0907720241420497,5,"Surface",2023,NA,NA,"Ebb",2023-11-08 14:03:00,9.99,NA,"Meso","Other",0.90404355155292,"Open Water",147.635285086292,0
"FRP ZOOP11-DECK-21AUG2023",-121.723872,38.084399,"Decker","Decker","Inside","FRP",2023-08-21 07:00:00,"Decker Island","1",NA,111,23,0.0883721285150298,4.9,"Surface",2023,NA,NA,"Ebb",2023-08-21 08:41:00,5.59,NA,"Meso","Chironomid",0.837077362549,"Open Water",80.9924933215503,0
"FRP ZOOP11-DECK-21AUG2023",-121.723872,38.084399,"Decker","Decker","Inside","FRP",2023-08-21 07:00:00,"Decker Island","1",NA,111,23,0.0883721285150298,4.9,"Surface",2023,NA,NA,"Ebb",2023-08-21 08:41:00,5.59,NA,"Meso","Other",0.837077362549,"Open Water",80.9924933215503,33.8479268475915
"FRP ZOOP11-DECK-27OCT2022",-121.723906,38.084372,"Decker","Decker","Inside","FRP",2022-10-27 07:00:00,"Decker Island","1",NA,45,16.3,1.3629658134837,11.2,"Surface",2022,NA,NA,"Ebb",2022-10-27 07:40:00,8.01,NA,"Meso","Chironomid",1.741120914,"Open Water",76.8946246174093,0
"FRP ZOOP11-DECK-27OCT2022",-121.723906,38.084372,"Decker","Decker","Inside","FRP",2022-10-27 07:00:00,"Decker Island","1",NA,45,16.3,1.3629658134837,11.2,"Surface",2022,NA,NA,"Ebb",2022-10-27 07:40:00,8.01,NA,"Meso","Other",1.741120914,"Open Water",76.8946246174093,0
"FRP ZOOP11-DECK-31AUG2022",-121.723775,38.08435,"Decker","Decker","Inside","FRP",2022-08-31 07:00:00,"Decker Island","2",NA,56,21.2,0.751337525100554,10.8,"Surface",2022,NA,NA,"Ebb",2022-08-31 07:46:00,7.18,NA,"Meso","Chironomid",0.904043552,"Open Water",81.3066778557355,2.2
"FRP ZOOP11-DECK-31AUG2022",-121.723775,38.08435,"Decker","Decker","Inside","FRP",2022-08-31 07:00:00,"Decker Island","2",NA,56,21.2,0.751337525100554,10.8,"Surface",2022,NA,NA,"Ebb",2022-08-31 07:46:00,7.18,NA,"Meso","Other",0.904043552,"Open Water",81.3066778557355,0
"FRP ZOOP11-FLYW-06NOV2023",-121.640329,38.360646,"Flyway Farms","Cache Slough","Inside","FRP",2023-11-06 08:00:00,"Yolo Flyway Farms","1",NA,151,16.8,0.0864528376028947,3.1,"Surface",2023,NA,NA,"Ebb",2023-11-06 14:20:00,8.97,NA,"Meso","Chironomid",2.48792515191914,"Open Water",11.9868613218311,0
"FRP ZOOP11-FLYW-06NOV2023",-121.640329,38.360646,"Flyway Farms","Cache Slough","Inside","FRP",2023-11-06 08:00:00,"Yolo Flyway Farms","1",NA,151,16.8,0.0864528376028947,3.1,"Surface",2023,NA,NA,"Ebb",2023-11-06 14:20:00,8.97,NA,"Meso","Other",2.48792515191914,"Open Water",11.9868613218311,7.23494434151892
"FRP ZOOP11-LIBE-04APR2022",-121.687053,38.290199,"Liberty","Cache Slough","Inside","FRP",2022-04-04 07:00:00,"Liberty Island","1",NA,133,15.2,0.120616735700931,1.8,"Surface",2022,NA,NA,"Ebb",2022-04-04 08:17:00,9.32,NA,"Meso","Chironomid",3.89340041,"Open Water",1390.27884398968,0
"FRP ZOOP11-LIBE-04APR2022",-121.687053,38.290199,"Liberty","Cache Slough","Inside","FRP",2022-04-04 07:00:00,"Liberty Island","1",NA,133,15.2,0.120616735700931,1.8,"Surface",2022,NA,NA,"Ebb",2022-04-04 08:17:00,9.32,NA,"Meso","Other",3.89340041,"Open Water",1390.27884398968,0
"FRP ZOOP11-LIBE-07NOV2023",-121.675937,38.313266,"Liberty","Cache Slough","Inside","FRP",2023-11-07 08:00:00,"Liberty Island","1",NA,NA,16.2,0.104229346207134,3.9,"Surface",2023,NA,NA,"Flood",2023-11-07 13:30:00,11.47,NA,"Meso","Chironomid",2.90182951715704,"Open Water",719.266704334962,0.861525456688194
"FRP ZOOP11-LIBE-07NOV2023",-121.675937,38.313266,"Liberty","Cache Slough","Inside","FRP",2023-11-07 08:00:00,"Liberty Island","1",NA,NA,16.2,0.104229346207134,3.9,"Surface",2023,NA,NA,"Flood",2023-11-07 13:30:00,11.47,NA,"Meso","Other",2.90182951715704,"Open Water",719.266704334962,0.861525456688194
"FRP ZOOP11-LIBE-08MAY2023",-121.690292,38.292653,"Liberty","Cache Slough","Inside","FRP",2023-05-08 07:00:00,"Liberty Island","1",NA,137,15.3,0.15404802390491,3.7,"Surface",2023,NA,NA,"Ebb",2023-05-08 08:20:00,9.22,NA,"Meso","Chironomid",3.34947608608282,"Open Water",1559.33697344058,0
"FRP ZOOP11-LIBE-08MAY2023",-121.690292,38.292653,"Liberty","Cache Slough","Inside","FRP",2023-05-08 07:00:00,"Liberty Island","1",NA,137,15.3,0.15404802390491,3.7,"Surface",2023,NA,NA,"Ebb",2023-05-08 08:20:00,9.22,NA,"Meso","Other",3.34947608608282,"Open Water",1559.33697344058,0
"FRP ZOOP11-LIBE-17AUG2023",-121.675947,38.303795,"Liberty","Cache Slough","Inside","FRP",2023-08-17 07:00:00,"Liberty Island","1",NA,75,26.1,0.0979773366123054,7.8,"Surface",2023,NA,NA,"Ebb",2023-08-17 07:54:00,4.15,NA,"Meso","Chironomid",3.65810477581456,"Open Water",795.549968333659,0
"FRP ZOOP11-LIBE-17AUG2023",-121.675947,38.303795,"Liberty","Cache Slough","Inside","FRP",2023-08-17 07:00:00,"Liberty Island","1",NA,75,26.1,0.0979773366123054,7.8,"Surface",2023,NA,NA,"Ebb",2023-08-17 07:54:00,4.15,NA,"Meso","Other",3.65810477581456,"Open Water",795.549968333659,0
"FRP ZOOP11-LIBE-29AUG2022",-121.68465,38.304639,"Liberty","Cache Slough","Inside","FRP",2022-08-29 07:00:00,"Liberty Island","1",NA,178,19.7,0.0802186535554827,3.5,"Surface",2022,NA,NA,"Ebb",2022-08-29 07:46:00,6.2,NA,"Meso","Chironomid",2.187394591,"Open Water",1539.87777965264,18.3
"FRP ZOOP11-LIBE-29AUG2022",-121.68465,38.304639,"Liberty","Cache Slough","Inside","FRP",2022-08-29 07:00:00,"Liberty Island","1",NA,178,19.7,0.0802186535554827,3.5,"Surface",2022,NA,NA,"Ebb",2022-08-29 07:46:00,6.2,NA,"Meso","Other",2.187394591,"Open Water",1539.87777965264,4.6
"FRP ZOOP11-LOWE-30AUG2022",-121.647924,38.360845,"Flyway Farms","Cache Slough","Inside","FRP",2022-08-30 07:00:00,"Lower Yolo Ranch","1",NA,80,21.8,0.0773429485225233,6.7,"Surface",2022,NA,NA,"Ebb",2022-08-30 08:22:00,8.41,NA,"Meso","Chironomid",2.901829517,"Open Water",672.882629300594,6.9
"FRP ZOOP11-LOWE-30AUG2022",-121.647924,38.360845,"Flyway Farms","Cache Slough","Inside","FRP",2022-08-30 07:00:00,"Lower Yolo Ranch","1",NA,80,21.8,0.0773429485225233,6.7,"Surface",2022,NA,NA,"Ebb",2022-08-30 08:22:00,8.41,NA,"Meso","Other",2.901829517,"Open Water",672.882629300594,46
"FRP ZOOP11-RYER-02NOV2022",-122.021192,38.085958,"Ryer","Grizzly Bay","Inside","FRP",2022-11-02 07:00:00,"Ryer Island","1",NA,74,15.6,11.9957756911911,7.9,"Surface",2022,NA,NA,"Ebb",2022-11-02 12:00:00,8.95,NA,"Meso","Chironomid",3.957735545,"Open Water",249.294742955173,0
"FRP ZOOP11-RYER-02NOV2022",-122.021192,38.085958,"Ryer","Grizzly Bay","Inside","FRP",2022-11-02 07:00:00,"Ryer Island","1",NA,74,15.6,11.9957756911911,7.9,"Surface",2022,NA,NA,"Ebb",2022-11-02 12:00:00,8.95,NA,"Meso","Other",3.957735545,"Open Water",249.294742955173,0
"FRP ZOOP11-RYER-09OCT2020",-122.01645,38.0851,"Ryer","Grizzly Bay","Inside","FRP",2020-10-09 07:00:00,"Ryer Island","2",NA,62,19.3,10.931542298363,9.5,"Surface",2020,NA,NA,"Ebb",2020-10-09 11:23:00,8.6,NA,"Meso","Chironomid",2.82,"Open Water",548.208103694467,0
"FRP ZOOP11-RYER-09OCT2020",-122.01645,38.0851,"Ryer","Grizzly Bay","Inside","FRP",2020-10-09 07:00:00,"Ryer Island","2",NA,62,19.3,10.931542298363,9.5,"Surface",2020,NA,NA,"Ebb",2020-10-09 11:23:00,8.6,NA,"Meso","Other",2.82,"Open Water",548.208103694467,0
"FRP ZOOP11-RYER-12MAY2022",-122.023433,38.086328,"Ryer","Grizzly Bay","Inside","FRP",2022-05-12 07:00:00,"Ryer Island","1",NA,37,16.4,8.60109969335365,23.9,"Surface",2022,NA,NA,"Ebb",2022-05-12 12:37:00,9.32,NA,"Meso","Chironomid",3.365222448,"Open Water",64.6746453307734,0
"FRP ZOOP11-RYER-12MAY2022",-122.023433,38.086328,"Ryer","Grizzly Bay","Inside","FRP",2022-05-12 07:00:00,"Ryer Island","1",NA,37,16.4,8.60109969335365,23.9,"Surface",2022,NA,NA,"Ebb",2022-05-12 12:37:00,9.32,NA,"Meso","Other",3.365222448,"Open Water",64.6746453307734,0
"FRP ZOOP11-RYER-14NOV2023",-122.023196,38.086367,"Ryer","Grizzly Bay","Inside","FRP",2023-11-14 08:00:00,"Ryer Island","1",NA,80,16,11.3370588282627,6,"Surface",2023,NA,NA,"Ebb",2023-11-14 14:14:00,8.73,NA,"Meso","Chironomid",3.37242078459057,"Open Water",85.7379957578274,0
"FRP ZOOP11-RYER-14NOV2023",-122.023196,38.086367,"Ryer","Grizzly Bay","Inside","FRP",2023-11-14 08:00:00,"Ryer Island","1",NA,80,16,11.3370588282627,6,"Surface",2023,NA,NA,"Ebb",2023-11-14 14:14:00,8.73,NA,"Meso","Other",3.37242078459057,"Open Water",85.7379957578274,0
"FRP ZOOP11-RYER-18APR2023",-122.014642,38.075804,"Ryer","Grizzly Bay","Inside","FRP",2023-04-18 07:00:00,"Ryer Island","1",NA,40,15.2,0.0907720241420497,16.8,"Surface",2023,NA,NA,"Ebb",2023-04-18 14:15:00,10.16,NA,"Meso","Chironomid",3.72243991084611,"Open Water",75.4515716723908,0
"FRP ZOOP11-RYER-18APR2023",-122.014642,38.075804,"Ryer","Grizzly Bay","Inside","FRP",2023-04-18 07:00:00,"Ryer Island","1",NA,40,15.2,0.0907720241420497,16.8,"Surface",2023,NA,NA,"Ebb",2023-04-18 14:15:00,10.16,NA,"Meso","Other",3.72243991084611,"Open Water",75.4515716723908,0
"FRP ZOOP11-STAI-07APR2022",-121.667311,38.327325,"LICB","Cache Slough","Outside","FRP",2022-04-07 07:00:00,"Stairsteps-Liberty Cut","1",NA,NA,18,0.193109547944688,3.1,"Surface",2022,NA,NA,"Ebb",2022-04-07 10:24:00,9.45,NA,"Meso","Chironomid",2.778558,"Open Water",683.371089461379,5.8
"FRP ZOOP11-STAI-07APR2022",-121.667311,38.327325,"LICB","Cache Slough","Outside","FRP",2022-04-07 07:00:00,"Stairsteps-Liberty Cut","1",NA,NA,18,0.193109547944688,3.1,"Surface",2022,NA,NA,"Ebb",2022-04-07 10:24:00,9.45,NA,"Meso","Other",2.778558,"Open Water",683.371089461379,0
"FRP ZOOP11-STAI-24APR2023",-121.691089,38.321694,"Liberty","Cache Slough","Outside","FRP",2023-04-24 07:00:00,"Stairsteps-Liberty Cut","1",NA,81,18.8,0.332120031027061,5.4,"Surface",2023,NA,NA,"Ebb",2023-04-24 11:42:00,7.48,NA,"Meso","Chironomid",2.61884490222809,"Open Water",91.5361848235,0
"FRP ZOOP11-STAI-24APR2023",-121.691089,38.321694,"Liberty","Cache Slough","Outside","FRP",2023-04-24 07:00:00,"Stairsteps-Liberty Cut","1",NA,81,18.8,0.332120031027061,5.4,"Surface",2023,NA,NA,"Ebb",2023-04-24 11:42:00,7.48,NA,"Meso","Other",2.61884490222809,"Open Water",91.5361848235,0
"FRP ZOOP11-TOED-25APR2023",-121.642378,38.355185,"Flyway Farms","Cache Slough","Outside","FRP",2023-04-25 07:00:00,"Toe Drain","1",NA,50,21.2,0.355760380786028,9.8,"Surface",2023,NA,NA,"Ebb",2023-04-25 10:23:00,7.18,NA,"Meso","Chironomid",2.73626777106188,"Open Water",629.670838155352,0
"FRP ZOOP11-TOED-25APR2023",-121.642378,38.355185,"Flyway Farms","Cache Slough","Outside","FRP",2023-04-25 07:00:00,"Toe Drain","1",NA,50,21.2,0.355760380786028,9.8,"Surface",2023,NA,NA,"Ebb",2023-04-25 10:23:00,7.18,NA,"Meso","Other",2.73626777106188,"Open Water",629.670838155352,0
"FRP ZOOP11-TULE-02SEP2022",-121.985722,38.125775,"Tule Red","Grizzly Bay","Inside","FRP",2022-09-02 07:00:00,"Tule Red","1",NA,32,19.3,11.18215806893,23,"Surface",2022,NA,NA,"Ebb",2022-09-02 08:19:00,8.2,NA,"Meso","Chironomid",3.750783362,"Open Water",1281.05712187876,0
"FRP ZOOP11-TULE-02SEP2022",-121.985722,38.125775,"Tule Red","Grizzly Bay","Inside","FRP",2022-09-02 07:00:00,"Tule Red","1",NA,32,19.3,11.18215806893,23,"Surface",2022,NA,NA,"Ebb",2022-09-02 08:19:00,8.2,NA,"Meso","Other",3.750783362,"Open Water",1281.05712187876,0
"FRP ZOOP11-TULE-03NOV2022",-121.995532,38.133866,"Tule Red","Grizzly Bay","Inside","FRP",2022-11-03 07:00:00,"Tule Red","1",NA,62,13,11.6597974453712,8.3,"Surface",2022,NA,NA,"Ebb",2022-11-03 12:00:00,9.77,NA,"Meso","Chironomid",4.100352592,"Open Water",105.327253716747,0
"FRP ZOOP11-TULE-03NOV2022",-121.995532,38.133866,"Tule Red","Grizzly Bay","Inside","FRP",2022-11-03 07:00:00,"Tule Red","1",NA,62,13,11.6597974453712,8.3,"Surface",2022,NA,NA,"Ebb",2022-11-03 12:00:00,9.77,NA,"Meso","Other",4.100352592,"Open Water",105.327253716747,0
"FRP ZOOP11-TULE-05SEP2023",-121.985629,38.125794,"Tule Red","Grizzly Bay","Inside","FRP",2023-09-05 07:00:00,"Tule Red","1",NA,44,19.6,6.51106698851712,15.2,"Surface",2023,NA,NA,"Ebb",2023-09-05 08:44:00,8.06,NA,"Meso","Chironomid",2.18919417526918,"Open Water",1285.72079511761,0
"FRP ZOOP11-TULE-05SEP2023",-121.985629,38.125794,"Tule Red","Grizzly Bay","Inside","FRP",2023-09-05 07:00:00,"Tule Red","1",NA,44,19.6,6.51106698851712,15.2,"Surface",2023,NA,NA,"Ebb",2023-09-05 08:44:00,8.06,NA,"Meso","Other",2.18919417526918,"Open Water",1285.72079511761,0
"FRP ZOOP11-TULE-11MAY2022",-121.990895,38.131199,"Tule Red","Grizzly Bay","Inside","FRP",2022-05-11 07:00:00,"Tule Red","1",NA,22,16.6,6.98474751015777,32.3,"Surface",2022,NA,NA,"Ebb",2022-05-11 12:48:00,9.6,NA,"Meso","Chironomid",3.316633674,"Open Water",561.054208875659,0
"FRP ZOOP11-TULE-11MAY2022",-121.990895,38.131199,"Tule Red","Grizzly Bay","Inside","FRP",2022-05-11 07:00:00,"Tule Red","1",NA,22,16.6,6.98474751015777,32.3,"Surface",2022,NA,NA,"Ebb",2022-05-11 12:48:00,9.6,NA,"Meso","Other",3.316633674,"Open Water",561.054208875659,0
"FRP ZOOP11-TULE-14NOV2023",-121.9818,38.121495,"Tule Red","Grizzly Bay","Inside","FRP",2023-11-14 08:00:00,"Tule Red","1",NA,65,15.5,8.53194628834248,10.4,"Surface",2023,NA,NA,"Ebb",2023-11-14 14:29:00,10.18,NA,"Meso","Chironomid",2.88968232382941,"Open Water",1348.60405332356,0
"FRP ZOOP11-TULE-14NOV2023",-121.9818,38.121495,"Tule Red","Grizzly Bay","Inside","FRP",2023-11-14 08:00:00,"Tule Red","1",NA,65,15.5,8.53194628834248,10.4,"Surface",2023,NA,NA,"Ebb",2023-11-14 14:29:00,10.18,NA,"Meso","Other",2.88968232382941,"Open Water",1348.60405332356,0
"FRP ZOOP11-TULE-15SEP2022",-121.991136,38.131698,"Tule Red","Grizzly Bay","Inside","FRP",2022-09-15 07:00:00,"Tule Red","1",NA,40,18.3,12.6797263861403,32.5,"Surface",2022,NA,NA,"Ebb",2022-09-15 08:31:00,8.11,NA,"Meso","Chironomid",6.329812464,"Open Water",518.826608210332,0
"FRP ZOOP11-TULE-15SEP2022",-121.991136,38.131698,"Tule Red","Grizzly Bay","Inside","FRP",2022-09-15 07:00:00,"Tule Red","1",NA,40,18.3,12.6797263861403,32.5,"Surface",2022,NA,NA,"Ebb",2022-09-15 08:31:00,8.11,NA,"Meso","Other",6.329812464,"Open Water",518.826608210332,0
"FRP ZOOP11-TULE-17APR2023",-121.982014,38.119924,"Tule Red","Grizzly Bay","Inside","FRP",2023-04-17 07:00:00,"Tule Red","1",NA,12,14.2,0.156966489530095,107.4,"Surface",2023,NA,NA,"Ebb",2023-04-17 14:08:00,10.12,NA,"Meso","Chironomid",0.90404355155292,"Open Water",1188.79271394356,0
"FRP ZOOP11-TULE-17APR2023",-121.982014,38.119924,"Tule Red","Grizzly Bay","Inside","FRP",2023-04-17 07:00:00,"Tule Red","1",NA,12,14.2,0.156966489530095,107.4,"Surface",2023,NA,NA,"Ebb",2023-04-17 14:08:00,10.12,NA,"Meso","Other",0.90404355155292,"Open Water",1188.79271394356,18.4356900041348
"FRP ZOOP11-TULE-19MAY2022",-121.9924,38.13306,"Tule Red","Grizzly Bay","Inside","FRP",2022-05-19 07:00:00,"Tule Red","1",NA,NA,19,9.54727570734037,38.2,"Surface",2022,NA,NA,"Ebb",2022-05-19 08:00:00,5.75,NA,"Meso","Chironomid",1.205391402,"Open Water",372.271755278037,0
"FRP ZOOP11-TULE-19MAY2022",-121.9924,38.13306,"Tule Red","Grizzly Bay","Inside","FRP",2022-05-19 07:00:00,"Tule Red","1",NA,NA,19,9.54727570734037,38.2,"Surface",2022,NA,NA,"Ebb",2022-05-19 08:00:00,5.75,NA,"Meso","Other",1.205391402,"Open Water",372.271755278037,24.9
"FRP ZOOP11-WINT-01SEP2022",-121.841182,38.029236,"Winter","Confluence","Inside","FRP",2022-09-01 07:00:00,"Winter Island","2",NA,59,21.1,4.0643017865811,9.5,"Surface",2022,NA,NA,"Ebb",2022-09-01 08:09:00,8.04,NA,"Meso","Chironomid",3.750333466,"Open Water",22.6298315310595,3.1
"FRP ZOOP11-WINT-01SEP2022",-121.841182,38.029236,"Winter","Confluence","Inside","FRP",2022-09-01 07:00:00,"Winter Island","2",NA,59,21.1,4.0643017865811,9.5,"Surface",2022,NA,NA,"Ebb",2022-09-01 08:09:00,8.04,NA,"Meso","Other",3.750333466,"Open Water",22.6298315310595,0
"FRP ZOOP11-WINT-05APR2021",-121.847481,38.046652,"Winter","Confluence","Inside","FRP",2021-04-05 07:00:00,"Winter Island","1",NA,50,15.2,2.52621362533473,13.8,"Surface",2021,NA,NA,"Ebb",2021-04-05 12:25:00,9.24,NA,"Meso","Chironomid",3.248249475,"Open Water",48.1052071268381,0
"FRP ZOOP11-WINT-05APR2021",-121.847481,38.046652,"Winter","Confluence","Inside","FRP",2021-04-05 07:00:00,"Winter Island","1",NA,50,15.2,2.52621362533473,13.8,"Surface",2021,NA,NA,"Ebb",2021-04-05 12:25:00,9.24,NA,"Meso","Other",3.248249475,"Open Water",48.1052071268381,0
"FRP ZOOP11-WINT-13NOV2023",-121.841456,38.029631,"Winter","Confluence","Inside","FRP",2023-11-13 08:00:00,"Winter Island","1",NA,92,16,3.99009491229556,7,"Surface",2023,NA,NA,"Ebb",2023-11-13 14:31:00,8.76,NA,"Meso","Chironomid",3.08583700126824,"Open Water",68.2465370425574,0
