Sample Number,Sample Date,Start Time,Sample Location,Class,Genus,Species,Density,Biovolume,Counted
331,4/20/2018,3:47,Breach,Bacillariophyta,Caloneis,Caloneis sp.,5711.988636,3467177.102,4
484,4/26/2018,5:08,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,19039.96212,3465273.106,6
366,4/26/2018,11:12,Interior,Bacillariophyta,Diploneis,Diploneis sp.,10578.73068,3459244.933,6
411,8/1/2017,3:15,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,70524.8712,3455718.689,8
303,8/1/2017,2:59,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,19039.96212,3446233.144,2
334,4/20/2018,3:14,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,15868.09602,3443376.837,6
475,4/25/2018,21:06,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,52893.6534,3438087.471,30
343,4/25/2018,15:02,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,15868.09602,3427508.741,15
135.1,4/20/2018,9:05,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,15868.09602,3411640.645,3
316,8/8/2017,20:09,Breach,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3411640.645,1
470,4/25/2018,15:26,Interior,Bacillariophyta,Navicula,Navicula sp.,21157.46136,3406351.279,8
412,8/1/2017,9:10,Interior,Bacillariophyta,Rhopalodia,Rhopalodia gibba,2855.994318,3398633.239,1
475,4/25/2018,21:06,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,26446.8267,3385193.818,15
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3385193.818,2
404,7/31/2017,18:50,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3385193.818,1
430,8/8/2017,7:22,Interior,Bacillariophyta,Encyonema,Encyonema sp.,19039.96212,3370073.295,2
303,8/1/2017,2:59,Interior,Bacillariophyta,Epithemia,Epithemia sp.,9519.981061,3360553.314,1
475,4/25/2018,21:06,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,3358746.991,15
316,8/8/2017,20:09,Breach,Bacillariophyta,Epithemia,Epithemia sp.,8815.608901,3358746.991,1
460,4/20/2018,3:21,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,14279.97159,3355793.324,4
401,7/31/2017,18:12,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3349931.382,1
325,4/19/2018,22:49,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5289.36534,3342878.895,10
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Caloneis,Caloneis sp.,5711.988636,3341513.352,1
118.3,4/19/2018,22:19,Breach,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,476042.8806,3332300.164,180
63,8/8/2017,0:36,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3332300.164,1
413,8/1/2017,9:29,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,8815.608901,3332300.164,1
463,4/20/2018,9:36,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,3332300.164,5
427,8/8/2017,1:44,Interior,Bacillariophyta,Epithemia,Epithemia sp.,8815.608901,3314668.947,1
487,4/26/2018,10:29,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,8815.608901,3314668.947,14
53,8/1/2017,15:42,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,3311142.703,2
423,8/8/2017,0:52,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3297037.729,1
126.2,4/20/2018,2:57,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,364966.2085,3284695.876,138
356,4/26/2018,4:27,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,5711.988636,3278681.477,2
302,8/1/2017,2:16,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,8815.608901,3244144.075,1
119.1,4/19/2018,23:10,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,3237091.588,6
405,7/31/2017,23:47,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,9519.981061,3236793.561,1
118.2,4/19/2018,22:19,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,15868.09602,3221223.492,6
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,10578.73068,3215934.127,4
402,7/31/2017,18:25,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,71399.85795,3212993.608,2
490,4/26/2018,11:01,Interior,Bacillariophyta,Surirella,Surirella sp.,5289.36534,3210644.762,19
427,8/8/2017,1:44,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,3200066.031,3
469,4/25/2018,15:22,Interior,Bacillariophyta,Synedra,Synedra spp.,5711.988636,3187289.659,4
173.2,4/26/2018,5:29,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,79340.48011,3173619.204,45
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,52893.6534,3173619.204,10
410,8/1/2017,3:02,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,26446.8267,3173619.204,3
436,8/8/2017,14:16,Interior,Bacillariophyta,Navicula,Navicula sp.,17631.2178,3173619.204,2
361,4/26/2018,10:32,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,10578.73068,3173619.204,12
470,4/25/2018,15:26,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,57119.88636,3141593.75,20
407,8/1/2017,2:23,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,3138356.769,2
407,8/1/2017,2:23,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,3138356.769,1
339,4/20/2018,9:08,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,3135881.761,3
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,19039.96212,3122553.788,6
65,8/8/2017,1:10,Breach,Bacillariophyta,Synedra,Synedra delicatissima,1903.996212,3122553.788,4
476,4/25/2018,21:15,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,52893.6534,3120725.551,50
26,8/1/2017,1:49,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,26446.8267,3120725.551,20
366,4/26/2018,11:12,Interior,Bacillariophyta,Caloneis,Caloneis sp.,5711.988636,3118745.795,3
65,8/8/2017,1:10,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,60927.87879,3107321.818,128
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,10578.73068,3099568.089,4
312,8/8/2017,7:13,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,3094278.724,1
303,8/1/2017,2:59,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,3085463.115,2
103,8/8/2017,20:00,Breach,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17135.96591,3084473.864,18
427,8/8/2017,1:44,Interior,Bacillariophyta,Nedium,Nedium sp.,9519.981061,3084473.864,1
64,8/8/2017,0:48,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,279887.4432,3078761.875,196
150.2,4/25/2018,15:33,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5289.36534,3067831.897,2
41,8/1/2017,9:32,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,10578.73068,3057253.167,4
346,4/25/2018,15:38,Interior,Bacillariophyta,Synedra,Synedra spp.,5711.988636,3050201.932,4
442,8/8/2017,20:48,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,8815.608901,3041385.071,1
481,4/26/2018,5:13,Interior,Bacillariophyta,Encyonema,Encyonema sp.,8815.608901,3041385.071,4
358,4/26/2018,4:50,Interior,Bacillariophyta,Fragilaria,Fragilaria crotonensis,4000.039789,3040030.24,50
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,3033065.966,4
64,8/8/2017,0:48,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5289.36534,3030806.34,4
407,8/1/2017,2:23,Interior,Bacillariophyta,Nedium,Nedium sp.,9519.981061,3027353.977,1
355,4/26/2018,4:17,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,10578.73068,3025516.975,10
346,4/25/2018,15:38,Interior,Chlorophyta,Oocystis,Oocystis spp.,45695.90909,3015930,32
361,4/26/2018,10:32,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,3014938.244,6
352,4/25/2018,22:29,Interior,Bacillariophyta,Gomphonema,Gomphonema minuta,14279.97159,2998794.034,4
476,4/25/2018,21:15,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,11423.97727,2993082.045,10
427,8/8/2017,1:44,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,2988491.417,1
431,8/8/2017,7:33,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,2979675.808,1
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,2972623.321,2
126.2,4/20/2018,2:57,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,45695.90909,2970234.091,16
352,4/25/2018,22:29,Interior,Bacillariophyta,Navicula,Navicula sp.,14279.97159,2970234.091,4
126.2,4/20/2018,2:57,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,15868.09602,2967333.956,6
338,4/20/2018,8:59,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,2967333.956,12
448,4/19/2018,16:30,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,17135.96591,2964522.102,9
135.1,4/20/2018,9:05,Breach,Chlorophyta,Tetrastrum,Tetrastrum sp.,42314.92272,2962044.591,8
476,4/25/2018,21:15,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,21157.46136,2962044.591,20
77,8/8/2017,6:54,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2947386.136,6
339,4/20/2018,9:08,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,11423.97727,2935962.159,6
356,4/26/2018,4:27,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2930250.17,2
127.3,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,63472.38408,2927280.728,12
477,4/25/2018,21:23,Interior,Bacillariophyta,Diploneis,Diploneis sp.,8815.608901,2926782.155,10
308,8/8/2017,0:22,Breach,Bacillariophyta,Encyonema,Encyonema sp.,9519.981061,2922634.186,1
334,4/20/2018,3:14,Interior,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,243310.8057,2919729.668,92
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2913114.205,6
427,8/8/2017,1:44,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,44078.0445,2909150.937,5
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2909150.937,22
315,8/8/2017,14:35,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,2891519.719,2
328,4/19/2018,22:04,Interior,Bacillariophyta,Gomphonema,Gomphonema sp.,10578.73068,2887993.476,8
423,8/8/2017,0:52,Interior,Bacillariophyta,Nedium,Nedium sp.,8815.608901,2882704.11,1
76,8/8/2017,6:30,Breach,Chlorophyta,Pediastrum,Pediastrum simplex,42314.92272,2877414.745,40
127.1,4/20/2018,4:05,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,5289.36534,2877414.745,1
42,8/1/2017,9:54,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,14279.97159,2870274.29,5
27,8/1/2017,2:10,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2861706.307,5
420,8/1/2017,16:15,Interior,Bacillariophyta,Cocconeis,Cocconeis sp.,8815.608901,2856257.284,1
106.1,4/19/2018,15:08,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,11423.97727,2844570.341,2
433,8/8/2017,7:56,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,9519.981061,2836954.356,1
328,4/19/2018,22:04,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,2835099.822,4
445,4/19/2018,15:50,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,51407.89773,2827434.375,45
118.2,4/19/2018,22:19,Breach,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17135.96591,2827434.375,6
103,8/8/2017,20:00,Breach,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2810298.409,6
41,8/1/2017,9:32,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,399839.2045,2798874.432,140
418,8/1/2017,15:45,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,9519.981061,2798874.432,1
349,4/25/2018,22:01,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,15868.09602,2792784.9,9
356,4/26/2018,4:27,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,2792784.9,6
106.1,4/19/2018,15:08,Breach,Bacillariophyta,Encyonema,Encyonema sp.,22847.95455,2787450.455,4
475,4/25/2018,21:06,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,17631.2178,2785732.413,10
76,8/8/2017,6:30,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,10578.73068,2771627.438,10
357,4/26/2018,4:33,Breach,Bacillariophyta,Nitzschia,Nitzschia gracilis,10578.73068,2771627.438,6
305,8/1/2017,11:17,Interior,Bacillariophyta,Fragilaria,Fragilaria crotonensis,4000.039789,2768027.534,6
403,7/31/2017,18:35,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,19039.96212,2760794.508,2
418,8/1/2017,15:45,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,9519.981061,2760794.508,1
403,7/31/2017,18:35,Interior,Chlorophyta,Scenedesmus,Scenedesmus sp.,38079.92424,2741754.545,4
411,8/1/2017,3:15,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,19039.96212,2741754.545,2
460,4/20/2018,3:21,Interior,Bacillariophyta,Gomphonema,Gomphonema minuta,14279.97159,2741754.545,4
438,8/8/2017,14:37,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17631.2178,2732838.759,2
440,8/8/2017,20:31,Interior,Bacillariophyta,Navicula,Navicula sp.,17631.2178,2732838.759,2
426,8/8/2017,1:32,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,2724023.15,1
417,8/1/2017,15:28,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,9519.981061,2722714.583,1
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2718733.785,12
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2713444.42,2
403,7/31/2017,18:35,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,9519.981061,2713194.602,1
126.2,4/20/2018,2:57,Breach,Chlorophyta,Scenedesmus,Scenedesmus acuminatus,42314.92272,2708155.054,16
487,4/26/2018,10:29,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,2697576.324,28
470,4/25/2018,15:26,Interior,Pyrrophyta,Peridinium,Peridinium sp.,5711.988636,2690346.648,2
401,7/31/2017,18:12,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,9519.981061,2684634.659,1
127.3,4/20/2018,4:05,Breach,Cyanobacteria,Limnothrix,Limnothrix sp.,444306.6886,2665840.132,84
355,4/26/2018,4:17,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,222153.3443,2665840.132,210
471,4/25/2018,15:35,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2665840.132,10
415,8/1/2017,10:00,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,9519.981061,2656074.716,1
457,4/20/2018,4:23,Interior,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2656074.716,8
331,4/20/2018,3:47,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,10578.73068,2655261.401,8
325,4/19/2018,22:49,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2649972.036,10
436,8/8/2017,14:16,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17631.2178,2644682.67,2
466,4/20/2018,10:06,Interior,Cyanobacteria,Limnothrix redekei,Limnothrix redekei,376991.25,2638938.75,330
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2634103.939,4
127.2,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus sp.,42314.92272,2623525.209,16
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2623525.209,10
349,4/25/2018,22:01,Breach,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2623525.209,6
173.3,4/26/2018,5:29,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,68761.74942,2612946.478,52
481,4/26/2018,5:13,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,17631.2178,2609420.235,8
311,8/8/2017,6:44,Breach,Bacillariophyta,Encyonema,Encyonema sp.,6611.706675,2605012.43,2
127.1,4/20/2018,4:05,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,217055.5682,2604666.818,38
340,4/20/2018,9:29,Interior,Pyrrophyta,Peridinium,Peridinium sp.,5711.988636,2604666.818,4
417,8/1/2017,15:28,Interior,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2600604.626,1
406,8/1/2017,2:06,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,9519.981061,2589434.848,1
325,4/19/2018,22:49,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,15868.09602,2586499.651,30
470,4/25/2018,15:26,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,10578.73068,2581210.286,4
420,8/1/2017,16:15,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,2574157.799,1
487,4/26/2018,10:29,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,8815.608901,2574157.799,14
303,8/1/2017,2:59,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,57119.88636,2570394.886,6
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,17135.96591,2570394.886,3
490,4/26/2018,11:01,Interior,Bacillariophyta,Synedra,Synedra spp.,5711.988636,2570394.886,19
471,4/25/2018,15:35,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,58183.01874,2560052.825,55
364,4/26/2018,10:55,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,88156.08901,2556526.581,20
361,4/26/2018,10:32,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,2554763.459,18
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,5289.36534,2554763.459,1
149.1,4/25/2018,15:01,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2554763.459,5
307,8/1/2017,14:37,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,38079.92424,2551354.924,4
426,8/8/2017,1:32,Interior,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,317361.9204,2538895.363,36
417,8/1/2017,15:28,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,17631.2178,2538895.363,2
478,4/25/2018,21:56,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,10578.73068,2538895.363,20
318,8/8/2017,21:16,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,8815.608901,2538895.363,1
448,4/19/2018,16:30,Interior,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2538895.363,3
490,4/26/2018,11:01,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,11423.97727,2536122.955,38
135.1,4/20/2018,9:05,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,2523027.267,3
357,4/26/2018,4:33,Breach,Bacillariophyta,Encyonema,Encyonema sp.,5289.36534,2523027.267,3
457,4/20/2018,4:23,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,51407.89773,2518986.989,72
136.1,4/20/2018,9:40,Breach,Euglenophyta,Euglena,Euglena sp.,5289.36534,2512448.537,2
26,8/1/2017,1:49,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,31736.19204,2507159.171,24
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2507159.171,11
172.1,4/26/2018,4:16,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2507159.171,5
418,8/1/2017,15:45,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,35262.4356,2503632.928,4
443,8/8/2017,20:57,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17631.2178,2503632.928,2
477,4/25/2018,21:23,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,8815.608901,2503632.928,10
476,4/25/2018,21:15,Interior,Bacillariophyta,Encyonema,Encyonema sp.,5289.36534,2486001.71,5
366,4/26/2018,11:12,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,95208.57613,2475422.979,54
365,4/26/2018,11:04,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,19039.96212,2475195.076,3
403,7/31/2017,18:35,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,9519.981061,2475195.076,1
469,4/25/2018,15:22,Interior,Chlorophyta,Crucigenia,Crucigenia crucifera,91391.81818,2467579.091,64
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,10578.73068,2464844.249,12
150.2,4/25/2018,15:33,Breach,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2459554.883,2
41,8/1/2017,9:32,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2454265.518,4
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2454265.518,8
337,4/20/2018,8:53,Breach,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2454265.518,10
448,4/19/2018,16:30,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,17135.96591,2450443.125,9
466,4/20/2018,10:06,Interior,Bacillariophyta,Navicula,Navicula sp.,10578.73068,2443686.787,10
340,4/20/2018,9:29,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,2443686.787,4
421,8/1/2017,16:27,Interior,Chlorophyta,Scenedesmus,Scenedesmus sp.,38079.92424,2437115.152,4
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Gomphonema,Gomphonema minuta,11423.97727,2433307.159,2
415,8/1/2017,10:00,Interior,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2433108.057,1
315,8/8/2017,14:35,Interior,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2424292.448,1
337,4/20/2018,8:53,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,11423.97727,2421883.182,10
306,8/1/2017,14:07,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,17631.2178,2415476.839,2
339,4/20/2018,9:08,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,200995.8829,2411950.595,114
150.2,4/25/2018,15:33,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,126944.7682,2411950.595,48
357,4/26/2018,4:33,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,21157.46136,2411950.595,12
346,4/25/2018,15:38,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2411950.595,8
407,8/1/2017,2:23,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,9519.981061,2408555.208,1
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2401371.865,4
127.3,4/20/2018,4:05,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,15868.09602,2380214.403,3
331,4/20/2018,3:47,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,15868.09602,2380214.403,12
42,8/1/2017,9:54,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,13223.41335,2380214.403,5
325,4/19/2018,22:49,Breach,Bacillariophyta,Navicula,Navicula sp.,10578.73068,2380214.403,20
356,4/26/2018,4:27,Breach,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,10578.73068,2380214.403,4
366,4/26/2018,11:12,Interior,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,5289.36534,2380214.403,3
471,4/25/2018,15:35,Interior,Bacillariophyta,Synedra,Synedra spp.,5289.36534,2380214.403,5
52,8/1/2017,15:20,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,5711.988636,2376187.273,5
421,8/1/2017,16:27,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,9519.981061,2370475.284,1
136.1,4/20/2018,9:40,Breach,Bacillariophyta,Navicula,Navicula sp.,10578.73068,2369635.672,4
404,7/31/2017,18:50,Interior,Bacillariophyta,Nitzschia,Nitzschia sigmoidea,8815.608901,2362583.185,1
435,8/8/2017,14:03,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,9519.981061,2351435.322,1
173.3,4/26/2018,5:29,Breach,Bacillariophyta,Navicula,Navicula sp.,15868.09602,2348478.211,12
404,7/31/2017,18:50,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,9519.981061,2332395.36,1
303,8/1/2017,2:59,Interior,Bacillariophyta,Cyclotella,Cyclotella sp.,8815.608901,2327320.75,1
318,8/8/2017,21:16,Interior,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2318505.141,1
337,4/20/2018,8:53,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,31736.19204,2316742.019,30
311,8/8/2017,6:44,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,3305.853338,2304179.776,1
334,4/20/2018,3:14,Interior,Bacillariophyta,Pinnularia,Pinnularia sp.,5289.36534,2300873.923,2
469,4/25/2018,15:22,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,11423.97727,2296219.432,8
472,4/25/2018,15:52,Interior,Bacillariophyta,Gomphonema,Gomphonema minuta,11423.97727,2296219.432,5
334,4/20/2018,3:14,Interior,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2295584.558,4
419,8/1/2017,15:58,Interior,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2292058.314,1
352,4/25/2018,22:29,Interior,Bacillariophyta,Nitzschia,Nitzschia palea,13223.41335,2287650.51,4
417,8/1/2017,15:28,Interior,Cyanobacteria,Leptolyngbya,Leptolyngbya sp.,285599.4318,2284795.455,30
316,8/8/2017,20:09,Breach,Bacillariophyta,Cymbella,Cymbella sp.,8815.608901,2274427.096,1
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Diploneis,Diploneis sp.,5711.988636,2273371.477,2
118.2,4/19/2018,22:19,Breach,Chlorophyta,Tetraedron,Tetraedron spp.,21157.46136,2263848.366,8
308,8/8/2017,0:22,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,35262.4356,2256795.879,4
476,4/25/2018,21:15,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,31736.19204,2253269.635,30
346,4/25/2018,15:38,Interior,Bacillariophyta,Cymbella,Cymbella sp.,10578.73068,2253269.635,8
478,4/25/2018,21:56,Interior,Bacillariophyta,Diploneis,Diploneis sp.,5711.988636,2244811.534,10
