quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"U2HI -35","PugetSound","Nisqually","U2HI",1613,47.08191,-122.7168,"NA",.125,"8/4/2015",8,2015,145.79,"0","0","none","90","0",10,"NA","0","0","Bolboschoenus robustus",60,"Atriplex patula",20,"Cotula coronopifolia",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -38","PugetSound","Nisqually","P1S",2447,47.0843,-122.7039,"NA",.125,"8/20/2015",8,2015,193.08,"0","0","none","100","0",0,"NA","80","0","Scirpus cernuus",80,"Cotula coronopifolia",20,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -39","PugetSound","Nisqually","P1S",2447,47.08419,-122.7038,"NA",.125,"8/20/2015",8,2015,1029.2,"0","0","none","100","0",0,"NA","75","0","Scirpus cernuus",75,"Cotula coronopifolia",10,"Lysimachia maritima",15,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -37","PugetSound","Nisqually","P1S",2447,47.0843,-122.7038,"NA",.125,"8/20/2015",8,2015,375.74,"0","0","none","90","0",10,"NA","85","0","Scirpus cernuus",85,"Cotula coronopifolia",5,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -41","PugetSound","Nisqually","P1S",2448,47.08431,-122.7034,"NA",.125,"8/20/2015",8,2015,56.3,"0","0","none","75","0",25,"NA","50","0","Scirpus cernuus",50,"Cotula coronopifolia",5,"Lysimachia maritima",20,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -42","PugetSound","Nisqually","P1S",2448,47.0842,-122.7034,"NA",.125,"8/20/2015",8,2015,95.24,"0","0","none","100","0",0,"NA","50","0","Scirpus cernuus",50,"Cotula coronopifolia",40,"Lysimachia maritima",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -40","PugetSound","Nisqually","P1S",2448,47.08432,-122.7035,"NA",.125,"8/20/2015",8,2015,133.66,"0","0","none","100","0",0,"NA","80","0","Scirpus cernuus",80,"Cotula coronopifolia",10,"Lysimachia maritima",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -45","PugetSound","Nisqually","P1S",2449,47.08419,-122.7031,"NA",.125,"8/20/2015",8,2015,68.47,"0","0","none","90","0",10,"NA","0","0","Lysimachia maritima",95,"Scirpus cernuus",5,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -44","PugetSound","Nisqually","P1S",2449,47.08419,-122.703,"NA",.125,"8/20/2015",8,2015,614.8,"0","0","none","80","20",0,"NA","0","0","Distichlis spicata",90,"Green algae",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIS -43","PugetSound","Nisqually","P1S",2449,47.08429,-122.703,"NA",.125,"8/20/2015",8,2015,702.16,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",98,"Bolboschoenus maritimus",2,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-46","PugetSound","Nisqually","P1N",2986,47.08591,-122.7019,"NA",.125,"8/20/2015",8,2015,649.68,"0","10","low","95","5",0,"NA","0","0","Distichlis spicata",95,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-48","PugetSound","Nisqually","P1N",2986,47.08579,-122.7018,"NA",.125,"8/20/2015",8,2015,198.23,"0","10","low","100","0",0,"NA","0","0","Distichlis spicata",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-47","PugetSound","Nisqually","P1N",2986,47.08593,-122.7017,"NA",.125,"8/20/2015",8,2015,323.13,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",98,"Hordeum brachyantherum",2,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-51","PugetSound","Nisqually","P1N",3075,47.0861,-122.7018,"NA",.125,"8/20/2015",8,2015,281.33,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",90,"Triglochin maritima",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-50","PugetSound","Nisqually","P1N",3075,47.08603,-122.702,"NA",.125,"8/20/2015",8,2015,363.76,"0","25","low","100","0",0,"NA","0","0","Distichlis spicata",60,"Triglochin maritima",40,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-49","PugetSound","Nisqually","P1N",3075,47.08617,-122.7019,"NA",.125,"8/20/2015",8,2015,583.84,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",98,"Triglochin maritima",2,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-54","PugetSound","Nisqually","P_E",3083,47.08607,-122.6985,"NA",.125,"8/10/2015",8,2015,437.67,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",80,"Jaumea carnosa",15,"Salicornia pacifica",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-52","PugetSound","Nisqually","P_E",3083,47.08615,-122.6986,"NA",.125,"8/10/2015",8,2015,298.15,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",50,"Salicornia pacifica",30,"Jaumea carnosa",20,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-53","PugetSound","Nisqually","P_E",3083,47.08622,-122.6987,"NA",.125,"8/10/2015",8,2015,516.65,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",80,"Triglochin maritima",15,"Salicornia pacifica",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-57","PugetSound","Nisqually","P_E",3084,47.08608,-122.6983,"NA",.125,"8/10/2015",8,2015,650.85,"0","0","none","95","0",5,"NA","0","0","Distichlis spicata",70,"Salicornia pacifica",20,"Triglochin maritima",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-55","PugetSound","Nisqually","P_E",3084,47.0862,-122.6984,"NA",.125,"8/10/2015",8,2015,579.52,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",60,"Triglochin maritima",25,"Salicornia pacifica",15,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-56","PugetSound","Nisqually","P_E",3084,47.08619,-122.6982,"NA",.125,"8/10/2015",8,2015,524.31,"0","0","none","98","0",2,"NA","0","0","Distichlis spicata",70,"Salicornia pacifica",18,"Triglochin maritima",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-60","PugetSound","Nisqually","P1N",3164,47.08648,-122.7019,"NA",.125,"8/20/2015",8,2015,391.52,"0","0","none","95","5",0,"NA","0","0","Distichlis spicata",98,"Atriplex patula",2,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-58","PugetSound","Nisqually","P1N",3164,47.08635,-122.702,"NA",.125,"8/20/2015",8,2015,565.61,"0","20","low","100","0",0,"NA","0","0","Distichlis spicata",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PIN-59","PugetSound","Nisqually","P1N",3164,47.08635,-122.7017,"NA",.125,"8/20/2015",8,2015,592.67,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",93,"Grindelia integrifolia",2,"Salicornia pacifica",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-62","PugetSound","Nisqually","P_E",3172,47.08648,-122.6987,"NA",.125,"8/10/2015",8,2015,4.33,"0","0","none","15","0",85,"NA","15","0","Scirpus cernuus",15,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-61","PugetSound","Nisqually","P_E",3172,47.0864,-122.6987,"NA",.125,"8/10/2015",8,2015,847.83,"0","15.30000019","low","100","0",0,"NA","0","0","Distichlis spicata",70,"Triglochin maritima",25,"Salicornia pacifica",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"P_E-63","PugetSound","Nisqually","P_E",3172,47.08632,-122.6987,"NA",.125,"8/10/2015",8,2015,515.18,"0","24","low","100","0",0,"NA","0","0","Distichlis spicata",85,"Triglochin maritima",10,"Salicornia pacifica",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-64","PugetSound","Nisqually","U2M",3223,47.08667,-122.7138,"NA",.125,"8/12/2015",8,2015,583.03,"0","0","none","98","0",2,"NA","0","0","Salicornia pacifica",97,"Distichlis spicata",1,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-66","PugetSound","Nisqually","U2M",3223,47.08677,-122.7137,"NA",.125,"8/12/2015",8,2015,1063.54,"0","17.39999962","low","85","15",5,"NA","0","0","Salicornia pacifica",70,"Jaumea carnosa",15,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M -65+","PugetSound","Nisqually","U2M",3223,47.08666,-122.7136,"NA",.125,"8/12/2015",8,2015,61.9,"0","17.5","low","85","0",15,"NA","0","0","Salicornia pacifica",60,"Distichlis spicata",25,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-67","PugetSound","Nisqually","U2M",3312,47.08703,-122.7137,"NA",.125,"8/12/2015",8,2015,327.97,"0","17.5","low","75","0",25,"NA","0","0","Salicornia pacifica",75,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-68","PugetSound","Nisqually","U2M",3312,47.08694,-122.7138,"NA",.125,"8/12/2015",8,2015,90.98,"0","16.10000038","low","50","0",50,"NA","0","0","Salicornia pacifica",40,"Lysimachia maritima",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-69","PugetSound","Nisqually","U2M",3312,47.08692,-122.7136,"NA",.125,"8/12/2015",8,2015,424.29,"0","10.80000019","low","75","0",25,"NA","0","0","Salicornia pacifica",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-71","PugetSound","Nisqually","U2M",3401,47.08718,-122.7136,"NA",.125,"8/12/2015",8,2015,315.6,"0","15","low","25","0",75,"NA","0","0","Salicornia pacifica",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-72","PugetSound","Nisqually","U2M",3401,47.08729,-122.7137,"NA",.125,"8/12/2015",8,2015,286.79,"0","14.5","low","80","0",20,"NA","0","0","Salicornia pacifica",70,"Lysimachia maritima",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U2M-70","PugetSound","Nisqually","U2M",3401,47.08718,-122.7138,"NA",.125,"8/12/2015",8,2015,627.99,"0","9.5","low","35","0",65,"NA","0","0","Salicornia pacifica",20,"Lysimachia maritima",15,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-73+","PugetSound","Nisqually","U3S",3858,47.08863,-122.7091,"NA",.125,"8/24/2015",8,2015,97.4,"0","0","none","90","0",10,"NA","0","0","Scirpus cernuus",90,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-74+","PugetSound","Nisqually","U3S",3858,47.08864,-122.7089,"NA",.125,"8/24/2015",8,2015,303.11,"0","0","none","100","0",0,"NA","0","0","Scirpus cernuus",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-75+","PugetSound","Nisqually","U3S",3858,47.08852,-122.7089,"NA",.125,"8/24/2015",8,2015,138.68,"0","0","none","100","0",0,"NA","0","0","Scirpus cernuus",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-77","PugetSound","Nisqually","U3S",3945,47.08883,-122.7096,"NA",.125,"8/24/2015",8,2015,46.79,"0","0","none","30","0",70,"NA","0","0","Lysimachia maritima",29,"Green algae",1,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-78","PugetSound","Nisqually","U3S",3945,47.08893,-122.7097,"NA",.125,"8/24/2015",8,2015,99.29,"0","0","none","85","0",15,"NA","0","0","Lysimachia maritima",80,"Cotula coronopifolia",5,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-76","PugetSound","Nisqually","U3S",3945,47.08881,-122.7098,"NA",.125,"8/24/2015",8,2015,173.09,"0","0","none","70","0",30,"NA","0","0","Lysimachia maritima",70,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-81+","PugetSound","Nisqually","U3S",3946,47.08891,-122.7094,"NA",.125,"8/24/2015",8,2015,31.44,"0","5","low","25","0",75,"NA","0","0","Lysimachia maritima",25,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-79+","PugetSound","Nisqually","U3S",3946,47.08891,-122.7093,"NA",.125,"8/24/2015",8,2015,31.08,"0","2","low","30","0",79,"NA","0","0","Lysimachia maritima",27,"Green algae",3,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3S-80+","PugetSound","Nisqually","U3S",3946,47.08881,-122.7094,"NA",.125,"8/24/2015",8,2015,92.82,"0","0","none","85","0",15,"NA","0","0","Scirpus cernuus",85,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -83","PugetSound","Nisqually","REFC",4163,47.08942,-122.6938,"NA",.125,"8/5/2015",8,2015,564.75,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",60,"Triglochin maritima",30,"Salicornia pacifica",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -84","PugetSound","Nisqually","REFC",4163,47.08942,-122.694,"NA",.125,"8/5/2015",8,2015,500.56,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",90,"Triglochin maritima",7,"Jaumea carnosa",3,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -82","PugetSound","Nisqually","REFC",4163,47.08931,-122.6939,"NA",.125,"8/5/2015",8,2015,586.69,"0","0","none","95","0",5,"NA","0","0","Distichlis spicata",50,"Triglochin maritima",35,"Jaumea carnosa",15,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -87","PugetSound","Nisqually","REFC",4250,47.08957,-122.6947,"NA",.125,"8/5/2015",8,2015,537.61,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",95,"Jaumea carnosa",4,"Triglochin maritima",1,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -85","PugetSound","Nisqually","REFC",4250,47.08967,-122.6948,"NA",.125,"8/5/2015",8,2015,415.73,"0","0","none","98","0",0,"NA","0","0","Distichlis spicata",95,"Jaumea carnosa",3,"Triglochin maritima",2,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -86","PugetSound","Nisqually","REFC",4250,47.08967,-122.6946,"NA",.125,"8/5/2015",8,2015,1017.05,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",95,"Jaumea carnosa",4,"Grindelia integrifolia",1,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -90","PugetSound","Nisqually","REFC",4251,47.08968,-122.6943,"NA",.125,"8/5/2015",8,2015,677.9,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",93,"Jaumea carnosa",4,"Atriplex patula",3,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -88","PugetSound","Nisqually","REFC",4251,47.08955,-122.6943,"NA",.125,"8/5/2015",8,2015,642.34,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",95,"Jaumea carnosa",4,"Salicornia pacifica",1,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REFC -89","PugetSound","Nisqually","REFC",4251,47.08963,-122.6944,"NA",.125,"8/5/2015",8,2015,304.38,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",99,"Jaumea carnosa",1,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -92","PugetSound","Nisqually","U3N",5108,47.09231,-122.7073,"NA",.125,"8/6/2015",8,2015,35.03,"6","0","none","20","0",80,"NA","0","0","Cotula coronopifolia",20,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N-91","PugetSound","Nisqually","U3N",5108,47.09241,-122.7074,"NA",.125,"8/6/2015",8,2015,46.03,"0","0","none","25","0",75,"NA","0","0","Cotula coronopifolia",20,"Scirpus cernuus",5,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -93","PugetSound","Nisqually","U3N",5108,47.09231,-122.7075,"NA",.125,"8/6/2015",8,2015,72.14,"0","0","none","50","0",50,"NA","0","0","Cotula coronopifolia",50,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -96","PugetSound","Nisqually","U3N",5283,47.09285,-122.7085,"NA",.125,"8/6/2015",8,2015,42.46,"0","0","none","25","0",75,"NA","0","0","Cotula coronopifolia",15,"Scirpus cernuus",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -94","PugetSound","Nisqually","U3N",5283,47.09296,-122.7085,"NA",.125,"8/6/2015",8,2015,141.01,"0","0","none","30","0",70,"NA","0","0","Cotula coronopifolia",20,"Scirpus cernuus",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -95","PugetSound","Nisqually","U3N",5283,47.09285,-122.7086,"NA",.125,"8/6/2015",8,2015,80.69,"0","0","none","80","0",20,"NA","0","0","Cotula coronopifolia",60,"Scirpus cernuus",20,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -99","PugetSound","Nisqually","U3N",5284,47.09284,-122.7082,"NA",.125,"8/6/2015",8,2015,127.19,"0","0","none","75","0",25,"NA","0","0","Cotula coronopifolia",40,"Scirpus cernuus",35,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -98","PugetSound","Nisqually","U3N",5284,47.09297,-122.7083,"NA",.125,"8/6/2015",8,2015,179.1,"0","0","none","90","0",10,"NA","0","0","Cotula coronopifolia",50,"Scirpus cernuus",40,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"U3N -97","PugetSound","Nisqually","U3N",5284,47.09296,-122.7081,"NA",.125,"8/6/2015",8,2015,5.13,"4","0","none","15","0",85,"NA","0","0","Cotula coronopifolia",5,"Scirpus cernuus",10,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -101","PugetSound","Nisqually","REFB",5504,47.09341,-122.6915,"NA",.125,"8/27/2015",8,2015,791.23,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",85,"Triglochin maritima",10,"Eleocharis sp",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -102","PugetSound","Nisqually","REFB",5504,47.09332,-122.6916,"NA",.125,"8/27/2015",8,2015,911.43,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",88,"Lysimachia maritima",15,"Salicornia pacifica",2,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -100","PugetSound","Nisqually","REFB",5504,47.09349,-122.6916,"NA",.125,"8/27/2015",8,2015,305.66,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",75,"Triglochin maritima",15,"Carex lyngbyei",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -105","PugetSound","Nisqually","REFB",5593,47.0936,-122.6916,"NA",.125,"8/27/2015",8,2015,439.01,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",80,"Symphytrichum subspicatum",15,"Agrostis gigantea",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -104","PugetSound","Nisqually","REFB",5593,47.09375,-122.6916,"NA",.125,"8/27/2015",8,2015,1037.55,"0","0","none","100","0",0,"NA","0","0","Carex lyngbyei",100,"NA",0,"NA",0,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -103","PugetSound","Nisqually","REFB",5593,47.09362,-122.6914,"NA",.125,"8/27/2015",8,2015,1281.27,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",75,"Symphytrichum subspicatum",15,"Agrostis gigantea",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -108+","PugetSound","Nisqually","REFB",5682,47.09387,-122.6915,"NA",.125,"8/27/2015",8,2015,724.72,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",70,"Symphytrichum subspicatum",20,"Eleocharis sp",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -107+","PugetSound","Nisqually","REFB",5682,47.09387,-122.6916,"NA",.125,"8/27/2015",8,2015,731.34,"0","0","none","100","0",0,"NA","0","0","Symphytrichum subspicatum",50,"Distichlis spicata",30,"Agrostis gigantea",20,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REF B -106+","PugetSound","Nisqually","REFB",5682,47.09399,-122.6916,"NA",.125,"8/27/2015",8,2015,649.14,"0","0","none","100","0",0,"NA","0","0","Agrostis stolonifera",80,"Triglochin maritima",15,"Eleocharis sp",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-110","PugetSound","Nisqually","Animal",6467,47.09644,-122.6978,"NA",.125,"8/19/2015",8,2015,295.98,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",80,"Triglochin maritima",15,"Eleocharis sp?",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-109","PugetSound","Nisqually","Animal",6467,47.09644,-122.6979,"NA",.125,"8/19/2015",8,2015,481.48,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",75,"Triglochin maritima",15,"Carex lyngbyei",10,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-111","PugetSound","Nisqually","Animal",6467,47.09633,-122.6978,"NA",.125,"8/19/2015",8,2015,300.96,"0","0","none","95","0",0,"NA","50","0","Distichlis spicata",57,"Triglochin maritima",19,"Potentilla anserina",19,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-112","PugetSound","Nisqually","Animal",6468,47.09633,-122.6975,"NA",.125,"8/19/2015",8,2015,814.03,"0","0","none","100","0",0,"NA","0","0","Symphytrichum subspicatum",50,"Distichlis spicata",25,"Triglochin maritima",25,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-113","PugetSound","Nisqually","Animal",6468,47.09632,-122.6974,"NA",.125,"8/19/2015",8,2015,458.82,"0","0","none","100","0",0,"NA","0","0","Symphytrichum subspicatum",50,"Carex lyngbyei",35,"Eleocharis acicularis",15,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-114","PugetSound","Nisqually","Animal",6468,47.09643,-122.6974,"NA",.125,"8/19/2015",8,2015,632.8,"0","0","none","100","0",0,"NA","0","0","Eleocharis acicularis",40,"Triglochin maritima",40,"Carex lyngbyei",20,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-115","PugetSound","Nisqually","Animal",6469,47.09643,-122.6971,"NA",.125,"8/19/2015",8,2015,126.14,"0","0","none","70","0",30,"NA","0","0","Triglochin maritima",55,"Distichlis spicata",12,"Green algae",3,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-117","PugetSound","Nisqually","Animal",6469,47.09631,-122.697,"NA",.125,"8/20/2015",8,2015,280.02,"0","0","none","100","0",0,"NA","0","0","Distichlis spicata",80,"Green algae",15,"Triglochin maritima",5,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Anim-116","PugetSound","Nisqually","Animal",6469,47.09643,-122.697,"NA",.125,"8/19/2015",8,2015,275,"0","5","low","95","5",0,"NA","0","0","Triglochin maritima",47,"Distichlis spicata",39,"Eleocharis sp?",9,3,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
