"VisitNo","SampleID_key","SampleID_frp","CommonName","Length","Count","StartTime","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterEnd","TowDirection","NetMeterStart","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","LAB_NAME","Location","Date","Comments","FishCatchNotes"
3524,6037,"BEASEI5-11DEC2019","Oriental Shrimp",NA,1,"11:48",38.33124,NA,121.68202,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",17,7,NA,"BEASEI",124.6165086,"FRP","Stairsteps-Liberty Cut","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.6; length ok; deployed at end of channel and length measured after sampling - ED 24AUG2021;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Bigscale Logperch",81,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA","Bigscale Logperch SL=69, 85, 106m"
3546,6061,"BEASEI6-11DEC2019","Bigscale Logperch",123,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA","Bigscale Logperch SL=69, 85, 106m"
3546,6061,"BEASEI6-11DEC2019","Bigscale Logperch",100,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA","Bigscale Logperch SL=69, 85, 106m"
3546,6061,"BEASEI6-11DEC2019","Black Crappie",60,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",108,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",68,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",68,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",87,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",88,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",89,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",98,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Black Crappie",103,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Siberian Prawn",NA,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Fathead Minnow",65,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Golden Shiner",77,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Hitch",108,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Hitch",90,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Mosquitofish",38,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Mosquitofish",38,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3546,6061,"BEASEI6-11DEC2019","Oriental Shrimp",NA,1,"12:21",38.36517,NA,121.63763,NA,0.8,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",6,10,NA,"BEASEI",24,"FRP","Toe Drain","2019-12-11"," Location Flyway Farms; no station listed; No FDOM; PC=0.5; lots of floating woody debris w/ Tules-Dan;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mississippi Silverside",32,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",23,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",21,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",34,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",17,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",17,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",20,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",24,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",22,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",22,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",25,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",26,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",24,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",22,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",28,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",26,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",24,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3547,6062,"BEASEI7-11DEC2019","Mosquitofish",28,1,"12:59",38.3729,NA,121.63441,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Drag & Drop End",11,11,NA,"BEASEI",126.7109037,"FRP","Toe Drain","2019-12-11"," Location: Flyway Farms; no station listed; No FDOM; PC=0.4; DMC221003: corrected GPS longitude to 121.63441; DMC221006: Changed Location to Toe Drain from Flyway Farms and Station to TOED-UNK; DMC221003: corrected GPS longitude to 121.63441;NA;NA",NA
3601,6161,"BEASEI1-05DEC2019","Mississippi Silverside",79,1,"09:28",38.10604,NA,121.7094,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",14,11,NA,"BEASEI",77,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; ;NA;NA",NA
3601,6161,"BEASEI1-05DEC2019","Mississippi Silverside",34,1,"09:28",38.10604,NA,121.7094,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",14,11,NA,"BEASEI",77,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; ;NA;NA",NA
3601,6161,"BEASEI1-05DEC2019","Mississippi Silverside",22,1,"09:28",38.10604,NA,121.7094,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",14,11,NA,"BEASEI",77,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; ;NA;NA",NA
3601,6161,"BEASEI1-05DEC2019","Mississippi Silverside",27,1,"09:28",38.10604,NA,121.7094,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",14,11,NA,"BEASEI",77,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; ;NA;NA",NA
3601,6161,"BEASEI1-05DEC2019","Mississippi Silverside",22,1,"09:28",38.10604,NA,121.7094,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",14,11,NA,"BEASEI",77,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; ;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",71,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",58,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",60,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",45,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",NA,97,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",64,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",43,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",64,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",49,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",50,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",51,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",55,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",56,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",70,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",59,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",70,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",61,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",63,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",71,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",64,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",76,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",68,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",68,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",68,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",69,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",70,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",78,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
3602,6162,"BEASEI2-05DEC2019","Mississippi Silverside",70,1,"09:55",38.10103,NA,121.70798,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",11,7,NA,"BEASEI",38.5,"FRP","Horseshoe Bend","2019-12-05"," No FDOM; PC=0.2; moved site slight north due to high tide and no beach;NA;NA",NA
