Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,7/14/2020,196,7.14, ,0.00, ,342, ,1.5, ,30.1, ,14.7, ,21.1, ,83, ,38, ,59, ,12.8, ,4.6, ,399.7, ,23.6, 
140,Twitchell Island,San Francisco Bay,7/15/2020,197,7.45, ,0.00, ,330, ,1.5, ,31.7, ,14.7, ,21.2, ,87, ,35, ,60, ,13.2, ,6.2, ,537.1, ,23.0, 
140,Twitchell Island,San Francisco Bay,7/16/2020,198,7.73, ,0.00, ,328, ,1.4, ,28.2, ,14.7, ,20.2, ,87, ,31, ,59, ,12.1, ,6.9,Y,599.6,Y,22.2, 
140,Twitchell Island,San Francisco Bay,7/17/2020,199,6.90, ,0.00, ,320, ,1.5, ,28.0, ,14.8, ,20.0, ,87, ,41, ,63, ,12.9, ,5.9, ,506.6, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/18/2020,200,7.31, ,0.00, ,322, ,1.5, ,33.9, ,15.2, ,22.7, ,88, ,25, ,55, ,13.1, ,5.0, ,429.8, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/19/2020,201,8.29, ,0.00, ,341, ,1.5, ,28.3, ,15.4, ,20.6, ,85, ,39, ,60, ,12.6, ,8.2,R,707.6,R,22.2, 
140,Twitchell Island,San Francisco Bay,7/20/2020,202,7.02, ,0.00, ,315, ,1.5, ,25.8, ,14.5, ,19.2, ,87, ,47, ,66, ,12.7, ,7.5,Y,643.9,Y,21.5, 
140,Twitchell Island,San Francisco Bay,7/21/2020,203,6.33, ,0.00, ,291, ,1.5, ,28.4, ,14.2, ,19.5, ,88, ,41, ,66, ,13.0, ,6.5, ,564.4, ,21.4, 
140,Twitchell Island,San Francisco Bay,7/22/2020,204,7.00, ,0.00, ,354,R,1.5, ,27.5, ,14.6, ,19.4, ,89, ,46, ,68, ,13.4, ,5.7, ,495.3, ,21.6, 
140,Twitchell Island,San Francisco Bay,7/23/2020,205,7.22, ,0.00, ,343, ,1.5, ,29.9, ,14.4, ,20.9, ,89, ,37, ,62, ,13.2, ,5.2, ,448.8, ,21.9, 
140,Twitchell Island,San Francisco Bay,7/24/2020,206,7.59, ,0.00, ,339, ,1.4, ,29.6, ,15.9, ,21.6, ,75, ,36, ,55, ,12.3, ,5.0, ,428.4, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/25/2020,207,7.36, ,0.00, ,339, ,1.4, ,33.1, ,14.5, ,22.2, ,87, ,25, ,53, ,12.0, ,4.5, ,389.1, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/26/2020,208,8.38, ,0.00, ,337, ,1.4, ,32.2, ,15.5, ,22.7, ,86, ,26, ,50, ,11.6, ,5.9, ,509.8, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/27/2020,209,9.20, ,0.00, ,337, ,1.2, ,31.7, ,15.6, ,22.5, ,78, ,23, ,45, ,10.1, ,6.9, ,596.2, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/28/2020,210,8.23, ,0.00, ,339, ,1.4, ,31.3, ,15.0, ,22.4, ,80, ,33, ,52, ,12.1, ,6.4, ,551.4, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/29/2020,211,8.09, ,0.00, ,350,R,1.4, ,32.1, ,15.2, ,22.6, ,82, ,23, ,50, ,11.5, ,5.2, ,448.5, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/30/2020,212,7.90, ,0.00, ,343,R,1.3, ,31.8, ,15.0, ,21.7, ,82, ,24, ,52, ,11.4, ,5.7, ,494.6, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/31/2020,213,8.08, ,0.00, ,356,R,1.3, ,30.2, ,14.3, ,21.8, ,84, ,33, ,52, ,11.4, ,5.9, ,507.9, ,22.4, 
140,Twitchell Island,San Francisco Bay,8/1/2020,214,8.12, ,0.00, ,340,R,1.3, ,32.7, ,16.7, ,23.9, ,71, ,28, ,45, ,11.1, ,4.6, ,401.6, ,22.9, 
140,Twitchell Island,San Francisco Bay,8/2/2020,215,7.99, ,0.00, ,339,R,1.4, ,33.2, ,14.4, ,24.0, ,80, ,28, ,46, ,11.6, ,4.4, ,377.3, ,23.4, 
140,Twitchell Island,San Francisco Bay,8/3/2020,216,8.67, ,0.00, ,333, ,1.4, ,34.2, ,19.8,Y,25.4, ,63, ,26, ,42, ,11.5, ,5.1, ,437.4, ,23.8, 
140,Twitchell Island,San Francisco Bay,8/4/2020,217,7.08, ,0.00, ,333, ,1.6, ,31.2, ,14.4, ,22.5, ,82, ,38, ,57, ,13.6, ,3.6, ,311.2, ,24.0, 
140,Twitchell Island,San Francisco Bay,8/5/2020,218,6.17, ,0.00, ,331, ,1.5, ,24.8, ,13.6, ,18.6, ,92, ,52, ,71, ,13.3, ,3.8, ,325.8, ,23.2, 
140,Twitchell Island,San Francisco Bay,8/6/2020,219,6.57, ,0.00, ,323, ,1.5, ,29.8, ,10.8, ,20.8, ,97, ,40, ,62, ,13.3, ,3.2, ,277.4, ,22.9, 
140,Twitchell Island,San Francisco Bay,8/7/2020,220,6.53, ,0.00, ,322, ,1.5, ,32.4, ,14.8, ,22.9, ,88, ,33, ,54, ,13.2, ,2.8, ,241.7, ,23.4, 
140,Twitchell Island,San Francisco Bay,8/8/2020,221,7.38, ,0.00, ,319, ,1.5, ,32.9, ,17.1, ,24.3, ,78, ,35, ,51, ,13.5, ,4.1, ,352.9, ,23.9, 
140,Twitchell Island,San Francisco Bay,8/9/2020,222,7.68, ,0.00, ,321, ,1.5, ,36.1, ,17.1, ,25.8, ,78, ,26, ,44, ,12.7, ,3.8, ,325.9, ,24.2, 
140,Twitchell Island,San Francisco Bay,8/10/2020,223,8.49, ,0.00, ,315, ,1.4, ,31.8, ,17.4, ,23.6, ,72, ,32, ,48, ,12.1, ,6.4, ,549.9, ,23.9, 
140,Twitchell Island,San Francisco Bay,8/11/2020,224,6.98, ,0.00, ,324, ,1.5, ,27.8, ,16.0, ,20.6, ,85, ,40, ,64, ,13.4, ,6.4, ,553.0, ,22.7, 
140,Twitchell Island,San Francisco Bay,8/12/2020,225,6.64, ,1.20, ,322, ,1.5, ,34.8, ,15.2, ,23.7, ,88, ,23, ,50, ,12.8, ,3.4, ,291.1, ,23.1, 
140,Twitchell Island,San Francisco Bay,8/13/2020,226,6.69, ,0.00, ,293, ,1.3, ,36.9, ,14.6, ,27.2,Y,78, ,21, ,36,Y,10.9,Y,2.0, ,169.6, ,24.4, 
140,Twitchell Island,San Francisco Bay,8/14/2020,227,7.02,R,0.00, ,284, ,1.5, ,40.5,Y,21.4,R,30.9,R,51,H,19,H,,R,,I,2.2, ,185.8, ,25.6,Y
140,Twitchell Island,San Francisco Bay,8/15/2020,228,7.14,R,0.00, ,293, ,1.6, ,41.0,Y,19.8,Y,31.2,R,80,H,20,H,,R,,I,2.6, ,224.0, ,26.4,R
140,Twitchell Island,San Francisco Bay,8/16/2020,229,6.66,R,1.10, ,255, ,1.8,Y,42.3,R,,S,31.5,R,67,H,22,H,,R,,I,3.1, ,267.2, ,,S
140,Twitchell Island,San Francisco Bay,8/17/2020,230,5.80,R,0.00, ,216, ,1.8,Y,39.9,Y,,S,30.4,R,54,H,27,H,,R,,I,3.5, ,305.4, ,26.6,R
140,Twitchell Island,San Francisco Bay,8/18/2020,231,7.69,R,0.00, ,277, ,1.7, ,39.2,Y,,S,30.7,R,72,H,22,H,,R,,I,3.4, ,294.9, ,,S
140,Twitchell Island,San Francisco Bay,8/19/2020,232,7.15,R,0.00, ,203, ,1.0,Y,37.6, ,,S,29.6,Y,29,H,15,H,24,Y,6.7,Y,4.3, ,367.5, ,25.8,R
140,Twitchell Island,San Francisco Bay,8/20/2020,233,7.34, ,0.00, ,246, ,1.3, ,32.4, ,18.8, ,24.6, ,63, ,26, ,41, ,10.6, ,5.0, ,434.9, ,24.6,Y
140,Twitchell Island,San Francisco Bay,8/21/2020,234,6.32, ,0.00, ,262, ,1.7, ,36.5, ,18.9, ,25.4, ,75, ,30, ,52, ,14.9, ,3.6, ,310.4, ,24.8,Y
140,Twitchell Island,San Francisco Bay,8/22/2020,235,5.73, ,0.00, ,234, ,1.7, ,36.3, ,20.4,Y,27.0, ,68, ,30, ,49, ,15.2, ,3.0, ,254.9, ,25.3,Y
140,Twitchell Island,San Francisco Bay,8/23/2020,236,5.98, ,0.00, ,226, ,1.5, ,33.3, ,15.4, ,25.4, ,83, ,28, ,47, ,13.3, ,2.8, ,239.9, ,25.1,Y
140,Twitchell Island,San Francisco Bay,8/24/2020,237,5.30, ,0.00, ,202, ,1.8,Y,32.7, ,19.2,Y,25.7, ,81, ,37, ,55,Y,16.0,Y,3.3, ,289.4, ,25.1,Y
140,Twitchell Island,San Francisco Bay,8/25/2020,238,6.35, ,0.00, ,255, ,1.8,Y,30.4, ,17.6, ,23.3, ,85, ,45, ,63,Y,15.8,Y,5.7, ,488.3, ,24.5,Y
140,Twitchell Island,San Francisco Bay,8/26/2020,239,6.62, ,0.00, ,268, ,1.5, ,29.5, ,16.0, ,21.6, ,81, ,37, ,57, ,12.9, ,5.2, ,450.2, ,23.7, 
140,Twitchell Island,San Francisco Bay,8/27/2020,240,5.90, ,0.00, ,283, ,1.4, ,31.7, ,14.4, ,21.5, ,86, ,30, ,56, ,12.4, ,4.0, ,346.2, ,23.0, 
140,Twitchell Island,San Francisco Bay,8/28/2020,241,6.43, ,0.00, ,261, ,1.5, ,31.8, ,16.9, ,23.1, ,76, ,36, ,55, ,13.5, ,4.9, ,420.1, ,23.3, 
140,Twitchell Island,San Francisco Bay,8/29/2020,242,5.73, ,0.00, ,258, ,1.5, ,29.2, ,15.9, ,21.1, ,87, ,37, ,61, ,13.4, ,4.2, ,365.6, ,23.2, 
140,Twitchell Island,San Francisco Bay,8/30/2020,243,5.55, ,0.00, ,243, ,1.5, ,31.7, ,15.3, ,21.9, ,87, ,33, ,56, ,12.7, ,3.8, ,324.2, ,22.9, 
140,Twitchell Island,San Francisco Bay,8/31/2020,244,5.90, ,0.00, ,254, ,1.5, ,31.9, ,15.4, ,22.0, ,87, ,34, ,58, ,13.3, ,4.4, ,382.4, ,23.0, 
140,Twitchell Island,San Francisco Bay,9/1/2020,245,5.86, ,0.00, ,247, ,1.5, ,26.6, ,15.7, ,19.9, ,81, ,45, ,66, ,13.4, ,7.0,Y,601.3,Y,22.1, 
140,Twitchell Island,San Francisco Bay,9/2/2020,246,5.56, ,0.00, ,260, ,1.6, ,27.2, ,15.7, ,19.9, ,85, ,44, ,68, ,13.8, ,6.1, ,523.4, ,21.6, 
140,Twitchell Island,San Francisco Bay,9/3/2020,247,5.93, ,0.00, ,267, ,1.6, ,29.0, ,15.4, ,20.8, ,89, ,44, ,65, ,14.0, ,6.1, ,524.8, ,21.6, 
140,Twitchell Island,San Francisco Bay,9/4/2020,248,6.66, ,0.00, ,257, ,1.3, ,32.8, ,15.7, ,23.9, ,82, ,22, ,44, ,11.0, ,4.7, ,407.0, ,22.0, 
140,Twitchell Island,San Francisco Bay,9/5/2020,249,5.52, ,0.00, ,257, ,1.6, ,39.2, ,15.0, ,26.9, ,76, ,26, ,45, ,13.9, ,1.4, ,118.9, ,23.6, 
140,Twitchell Island,San Francisco Bay,9/6/2020,250,6.08,R,0.00, ,248, ,1.7, ,43.5,Y,18.2, ,30.7,Y,77,H,17,H,38,Y,14.7,Y,1.7, ,150.4, ,24.8,Y
140,Twitchell Island,San Francisco Bay,9/7/2020,251,6.75,R,0.00, ,230, ,1.4, ,43.3,Y,21.4,Y,32.1,R,56,H,18,H,,R,,I,2.4, ,210.6, ,25.4,R
140,Twitchell Island,San Francisco Bay,9/8/2020,252,7.63,R,0.00, ,197, ,0.9,Y,34.7, ,22.8,R,28.1,Y,50,H,10,H,23,Y,5.3,Y,4.8, ,415.4, ,24.6,Y
140,Twitchell Island,San Francisco Bay,9/9/2020,253,2.33, ,0.00, ,98, ,1.5, ,23.7, ,16.6, ,19.9, ,85, ,43, ,64, ,13.0, ,3.0, ,256.6, ,23.3, 
140,Twitchell Island,San Francisco Bay,9/10/2020,254,2.08, ,0.00, ,119, ,1.6, ,23.7, ,15.0, ,18.9, ,91, ,55, ,74, ,14.2, ,2.5, ,220.1, ,22.3, 
140,Twitchell Island,San Francisco Bay,9/11/2020,255,4.03, ,0.00, ,200, ,1.6, ,31.4, ,15.9, ,22.2, ,84, ,33, ,58, ,13.6, ,2.2, ,192.7, ,22.3, 
140,Twitchell Island,San Francisco Bay,9/12/2020,256,3.87, ,0.00, ,199, ,1.6, ,33.8, ,12.8, ,22.5, ,97, ,24, ,58, ,13.7, ,1.2, ,104.3, ,22.8, 
140,Twitchell Island,San Francisco Bay,9/13/2020,257,4.47, ,0.00, ,202, ,1.5, ,28.7, ,16.1, ,21.6, ,83, ,41, ,60, ,13.4, ,3.4, ,293.8, ,22.5, 
140,Twitchell Island,San Francisco Bay,9/14/2020,258,4.62, ,0.00, ,226, ,1.5, ,30.3, ,14.8, ,20.8, ,89, ,30, ,61, ,12.9, ,4.2, ,360.9, ,21.6, 
140,Twitchell Island,San Francisco Bay,9/15/2020,259,4.60, ,0.00, ,224, ,1.6, ,32.0, ,16.2, ,22.3, ,90, ,28, ,60, ,14.2, ,3.9, ,338.9, ,21.9, 
140,Twitchell Island,San Francisco Bay,9/16/2020,260,4.92, ,0.00, ,246, ,1.8,Y,32.3, ,17.8, ,23.2, ,93, ,29, ,64,Y,16.1,Y,3.9, ,340.1, ,22.5, 
140,Twitchell Island,San Francisco Bay,9/17/2020,261,5.02, ,0.00, ,240, ,1.9,Y,32.0, ,17.8, ,23.2, ,95, ,33, ,65,Y,16.4,Y,3.8, ,331.0, ,22.9, 
140,Twitchell Island,San Francisco Bay,9/18/2020,262,4.67, ,0.00, ,231, ,1.8,Y,27.3, ,17.7, ,21.4, ,86, ,43, ,69,Y,15.5,Y,4.5, ,386.9, ,22.5, 
140,Twitchell Island,San Francisco Bay,9/19/2020,263,4.68, ,0.00, ,241, ,1.7, ,32.1, ,16.8, ,22.8, ,87, ,33, ,60, ,14.6, ,3.2, ,273.1, ,22.3, 
140,Twitchell Island,San Francisco Bay,9/20/2020,264,4.88, ,0.00, ,223, ,1.4, ,34.0, ,11.5, ,23.7, ,91, ,26, ,48, ,12.2, ,2.0, ,174.4, ,22.7, 
140,Twitchell Island,San Francisco Bay,9/21/2020,265,4.75, ,0.00, ,235, ,1.5, ,32.4, ,11.5, ,22.4, ,99, ,29, ,55, ,12.8, ,2.0, ,170.1, ,22.6,Y
140,Twitchell Island,San Francisco Bay,9/22/2020,266,5.97, ,0.00, ,249, ,1.3, ,30.4, ,15.0, ,22.7, ,77, ,20, ,47, ,10.8, ,4.0, ,348.8, ,22.4, 
140,Twitchell Island,San Francisco Bay,9/23/2020,267,5.65, ,0.00, ,242, ,1.5, ,30.8, ,17.4, ,23.0, ,79, ,32, ,52, ,12.6, ,4.3, ,372.5, ,22.3, 
140,Twitchell Island,San Francisco Bay,9/24/2020,268,5.59, ,0.00, ,235, ,1.7, ,30.0, ,17.3, ,22.8, ,87, ,41, ,61, ,15.0, ,5.4, ,464.6, ,22.5, 
140,Twitchell Island,San Francisco Bay,9/25/2020,269,4.84, ,0.00, ,234, ,1.4, ,29.5, ,14.0, ,22.0, ,82, ,38, ,54, ,12.3, ,3.2, ,276.6, ,22.0, 
140,Twitchell Island,San Francisco Bay,9/26/2020,270,5.15, ,0.00, ,211, ,1.6, ,33.1, ,18.4,Y,24.7, ,73, ,31, ,51, ,13.8, ,3.4, ,292.6, ,22.5, 
140,Twitchell Island,San Francisco Bay,9/27/2020,271,5.83, ,0.00, ,217, ,1.3, ,35.2, ,21.6,R,26.7,Y,57, ,24, ,37,Y,10.7,Y,2.9, ,251.1, ,23.2,Y
140,Twitchell Island,San Francisco Bay,9/28/2020,272,5.67,R,0.00, ,217, ,1.0, ,37.4, ,18.3,Y,26.9,Y,55, ,12, ,28,Y,7.0,Y,2.0, ,173.3, ,23.3,Y
140,Twitchell Island,San Francisco Bay,9/29/2020,273,4.49, ,0.00, ,200, ,1.5, ,35.6, ,12.9, ,24.2, ,87, ,24, ,49, ,12.7, ,2.3, ,197.7, ,22.9,Y
140,Twitchell Island,San Francisco Bay,9/30/2020,274,5.25, ,0.00, ,211, ,1.4, ,38.6,Y,17.5, ,26.3,Y,83, ,16, ,41,Y,11.9,Y,3.1, ,269.0, ,22.8,Y
140,Twitchell Island,San Francisco Bay,10/1/2020,275,3.72, ,0.00, ,170, ,1.5, ,35.9, ,15.9, ,24.4, ,76, ,24, ,49, ,13.0, ,1.3, ,114.1, ,23.2,Y
140,Twitchell Island,San Francisco Bay,10/2/2020,276,3.39, ,0.00, ,163, ,1.6, ,34.3, ,14.2, ,23.6, ,91, ,30, ,55, ,13.9, ,1.3, ,111.8, ,22.9,Y
140,Twitchell Island,San Francisco Bay,10/3/2020,277,3.74, ,0.00, ,179, ,1.5, ,38.0,Y,13.4, ,24.4,Y,90, ,27, ,50,Y,13.3,Y,1.2, ,104.4, ,22.9,Y
140,Twitchell Island,San Francisco Bay,10/4/2020,278,4.71, ,0.00, ,227,R,1.2, ,34.9, ,13.3, ,24.0,Y,89, ,14, ,41,Y,9.8,Y,1.8, ,158.9, ,22.5,Y
140,Twitchell Island,San Francisco Bay,10/5/2020,279,4.35, ,0.00, ,217, ,1.2, ,36.4,Y,10.0, ,23.2, ,83, ,18, ,41, ,9.3, ,1.5, ,125.6, ,22.3,Y
140,Twitchell Island,San Francisco Bay,10/6/2020,280,4.37, ,0.00, ,192, ,1.3, ,35.9,Y,12.5, ,23.7,Y,77, ,20, ,44,Y,10.6,Y,2.1, ,185.6, ,22.2,Y
140,Twitchell Island,San Francisco Bay,10/7/2020,281,4.10, ,0.40, ,195, ,1.4, ,27.4, ,14.4, ,19.7, ,83, ,36, ,61, ,11.8, ,3.5, ,305.3, ,21.6,Y
140,Twitchell Island,San Francisco Bay,10/8/2020,282,2.82, ,0.00, ,132, ,1.5, ,22.8, ,14.9, ,17.3, ,85, ,56, ,74, ,12.7, ,5.8, ,498.1, ,20.3, 
140,Twitchell Island,San Francisco Bay,10/9/2020,283,2.88, ,0.00, ,173, ,1.5, ,25.4, ,15.2, ,18.5, ,86, ,50, ,71, ,13.2, ,3.3, ,286.3, ,20.3, 
140,Twitchell Island,San Francisco Bay,10/10/2020,284,3.04, ,0.00, ,160, ,1.7,Y,24.0, ,16.1, ,19.4, ,87, ,64, ,77,Y,15.4,Y,4.0, ,342.4, ,20.7, 
140,Twitchell Island,San Francisco Bay,10/11/2020,285,4.41, ,0.00, ,207, ,1.2, ,29.6, ,15.3, ,20.9, ,88, ,17, ,47, ,9.3, ,3.1, ,271.0, ,20.7, 
140,Twitchell Island,San Francisco Bay,10/12/2020,286,4.04, ,0.00, ,207, ,1.2, ,32.5, ,10.1, ,21.5, ,84, ,23, ,47, ,9.6, ,1.8, ,154.4, ,20.7,Y
140,Twitchell Island,San Francisco Bay,10/13/2020,287,3.89, ,0.00, ,200, ,1.3, ,34.2, ,9.3, ,22.0, ,93, ,26, ,49, ,10.8, ,1.4, ,123.6, ,20.8,Y
140,Twitchell Island,San Francisco Bay,10/14/2020,288,5.30,R,0.00, ,202, ,1.1, ,34.9,Y,17.7,Y,26.5,R,61,H,13,H,,R,,I,2.6, ,227.6, ,21.4,Y
140,Twitchell Island,San Francisco Bay,10/15/2020,289,4.86,R,0.00, ,196, ,0.9, ,34.3, ,16.4,Y,25.2,R,46,H,15,H,,R,,I,2.1, ,179.7, ,21.5,Y
140,Twitchell Island,San Francisco Bay,10/16/2020,290,4.43,R,0.00, ,192, ,0.9, ,35.6,Y,11.8, ,23.6,Y,61, ,13, ,32,Y,5.9,Y,1.6, ,140.2, ,21.5,R
140,Twitchell Island,San Francisco Bay,10/17/2020,291,3.84, ,0.00, ,196, ,1.1, ,36.1,Y,10.2, ,22.2,Y,74, ,16, ,41,Y,8.4,Y,1.4, ,117.0, ,21.0,Y
140,Twitchell Island,San Francisco Bay,10/18/2020,292,3.84, ,0.00, ,191, ,1.2, ,34.7,Y,9.3, ,22.0,Y,87, ,21, ,45,Y,9.7,Y,1.7, ,150.5, ,20.9,Y
140,Twitchell Island,San Francisco Bay,10/19/2020,293,3.69,R,0.00, ,189, ,1.3, ,34.2,Y,11.3, ,22.6,Y,79, ,24, ,47,Y,10.7,Y,1.6, ,137.2, ,21.1,R
140,Twitchell Island,San Francisco Bay,10/20/2020,294,3.87,R,0.00, ,188, ,1.2, ,34.2,Y,10.5, ,22.6,Y,87, ,19, ,43,Y,9.4,Y,1.8, ,155.2, ,21.0,Y
140,Twitchell Island,San Francisco Bay,10/21/2020,295,3.61, ,0.00, ,186, ,1.2, ,33.5,Y,12.0, ,22.6,Y,72, ,22, ,44,Y,9.6,Y,1.6, ,137.9, ,21.1,R
140,Twitchell Island,San Francisco Bay,10/22/2020,296,4.70, ,0.20, ,103, ,0.7, ,28.1, ,13.0, ,20.5,Y,77, ,16, ,27,Y,1.0,Y,2.3, ,201.5, ,20.9,Y
140,Twitchell Island,San Francisco Bay,10/23/2020,297,3.28, ,0.00, ,186, ,1.2, ,24.0, ,12.1, ,17.1, ,92, ,27, ,61, ,9.6, ,3.8, ,327.2, ,19.4, 
140,Twitchell Island,San Francisco Bay,10/24/2020,298,2.88, ,0.00, ,179, ,1.4, ,20.7, ,10.1, ,15.9, ,95, ,61, ,78, ,12.0, ,4.3, ,369.3, ,19.0, 
140,Twitchell Island,San Francisco Bay,10/25/2020,299,3.85, ,0.00, ,147, ,0.9, ,21.2, ,8.1, ,15.7, ,91, ,13, ,49, ,5.1, ,4.4, ,376.2, ,18.7, 
140,Twitchell Island,San Francisco Bay,10/26/2020,300,6.05, ,0.00, ,181,R,0.3,R,23.0, ,10.9, ,16.4, ,19, ,8, ,,R,,I,5.6,Y,485.4,Y,17.7, 
140,Twitchell Island,San Francisco Bay,10/27/2020,301,2.99, ,0.00, ,171, ,0.6, ,22.2, ,4.4, ,13.9, ,79, ,17, ,40, ,0.5, ,1.6, ,139.4, ,17.7, 
140,Twitchell Island,San Francisco Bay,10/28/2020,302,2.51, ,0.00, ,172, ,0.8, ,24.5, ,3.3, ,13.1, ,90, ,22, ,52, ,3.4, ,1.0, ,82.2, ,17.3, 
140,Twitchell Island,San Francisco Bay,10/29/2020,303,2.45,R,0.00, ,168, ,0.9, ,28.2, ,1.9, ,13.4, ,89, ,22, ,55, ,4.7, ,0.8, ,70.8, ,17.2, 
140,Twitchell Island,San Francisco Bay,10/30/2020,304,2.44, ,0.00, ,168, ,0.9, ,28.0, ,4.5, ,14.2, ,92, ,24, ,56, ,5.5, ,0.9, ,75.6, ,17.1, 
140,Twitchell Island,San Francisco Bay,10/31/2020,305,2.44, ,0.00, ,164, ,1.0, ,28.4, ,2.4, ,14.4, ,97, ,25, ,58, ,6.3, ,0.9, ,78.5, ,17.1, 
140,Twitchell Island,San Francisco Bay,11/1/2020,306,2.52, ,0.00, ,157, ,1.0, ,28.6, ,2.7, ,14.5, ,95, ,25, ,58, ,6.4, ,0.9, ,77.6, ,17.0, 
140,Twitchell Island,San Francisco Bay,11/2/2020,307,2.67, ,0.00, ,159, ,1.0, ,29.9,Y,5.2, ,16.1, ,94, ,22, ,52, ,6.3, ,1.0, ,90.6, ,17.0, 
140,Twitchell Island,San Francisco Bay,11/3/2020,308,2.97, ,0.00, ,159, ,1.0, ,26.4, ,6.8, ,16.1, ,93, ,22, ,55, ,7.0, ,2.4, ,205.9, ,17.1, 
140,Twitchell Island,San Francisco Bay,11/4/2020,309,2.62, ,0.00, ,154, ,1.1, ,27.7, ,5.7, ,16.5, ,93, ,28, ,58, ,8.4, ,1.5, ,130.1, ,17.5, 
140,Twitchell Island,San Francisco Bay,11/5/2020,310,2.48, ,0.00, ,155, ,1.2, ,30.6,Y,6.3, ,16.7, ,100, ,29, ,64, ,9.8, ,1.0, ,82.7, ,17.6, 
140,Twitchell Island,San Francisco Bay,11/6/2020,311,3.22, ,0.00, ,133, ,1.0, ,18.8, ,9.1, ,14.1, ,78, ,42, ,61, ,6.8, ,5.3,Y,457.2,Y,16.6, 
140,Twitchell Island,San Francisco Bay,11/7/2020,312,2.17, ,0.00, ,148, ,0.9, ,18.9, ,6.0, ,11.5, ,89, ,37, ,63, ,4.8, ,2.2, ,190.8, ,16.3, 
140,Twitchell Island,San Francisco Bay,11/8/2020,313,3.18, ,0.00, ,157, ,0.5,Y,16.5, ,7.9, ,10.9, ,71, ,18, ,41,Y,-1.8,Y,3.7, ,319.7, ,15.2, 
140,Twitchell Island,San Francisco Bay,11/9/2020,314,2.73, ,0.00, ,148, ,0.5,Y,16.2, ,2.3, ,9.5, ,65, ,24, ,38,Y,-4.0,Y,2.4, ,209.1, ,15.0, 
140,Twitchell Island,San Francisco Bay,11/10/2020,315,1.98, ,0.00, ,154, ,0.6, ,18.4, ,-0.3, ,9.0, ,91, ,26, ,53, ,-0.1, ,0.9, ,80.8, ,14.4, 
140,Twitchell Island,San Francisco Bay,11/11/2020,316,1.61, ,0.00, ,120, ,0.9, ,16.5, ,2.8, ,10.0, ,98, ,51, ,71, ,5.0, ,1.5, ,125.6, ,15.1, 
140,Twitchell Island,San Francisco Bay,11/12/2020,317,1.67,R,0.10, ,145, ,0.8, ,20.0, ,-2.5,Y,8.2, ,100, ,34, ,70, ,3.1, ,0.6, ,51.7, ,14.3, 
140,Twitchell Island,San Francisco Bay,11/13/2020,318,0.75, ,3.90, ,50, ,1.0, ,16.9, ,5.1, ,11.1, ,96, ,44, ,79, ,7.7, ,2.3, ,195.4, ,14.3, 
140,Twitchell Island,San Francisco Bay,11/14/2020,319,1.78, ,0.00, ,137, ,1.1, ,19.1, ,3.5, ,11.5, ,100, ,49, ,81, ,8.3, ,2.0, ,170.3, ,15.0, 
140,Twitchell Island,San Francisco Bay,11/15/2020,320,1.67, ,0.20, ,139, ,1.0, ,23.4, ,0.9, ,10.6, ,100, ,40, ,78, ,6.9, ,0.9, ,77.3, ,14.4, 
140,Twitchell Island,San Francisco Bay,11/16/2020,321,1.86, ,0.00, ,146, ,1.0, ,21.7, ,4.3, ,11.8, ,100, ,44, ,72, ,6.9, ,1.1, ,99.3, ,14.6, 
140,Twitchell Island,San Francisco Bay,11/17/2020,322,0.72, ,4.40, ,43, ,1.3, ,20.1, ,6.4, ,12.9, ,97, ,48, ,84, ,10.3, ,2.5, ,214.3, ,14.5, 
140,Twitchell Island,San Francisco Bay,11/18/2020,323,1.62, ,0.60, ,111, ,1.4, ,19.7, ,6.6, ,14.2, ,100, ,62, ,87, ,12.0, ,3.0, ,257.7, ,15.5, 
140,Twitchell Island,San Francisco Bay,11/19/2020,324,1.78, ,0.20, ,135, ,1.0, ,18.5, ,3.4, ,11.2, ,100, ,43, ,74, ,6.8, ,1.9, ,161.7, ,14.7, 
140,Twitchell Island,San Francisco Bay,11/20/2020,325,2.06, ,0.00, ,156,R,0.7, ,19.7, ,2.0, ,10.0, ,100, ,32, ,60, ,2.7, ,1.5, ,126.8, ,13.9, 
140,Twitchell Island,San Francisco Bay,11/21/2020,326,1.82, ,0.00, ,147,R,0.7, ,19.4, ,0.1, ,9.0, ,100, ,33, ,65, ,2.7, ,1.3, ,113.6, ,13.0, 
