Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,7/16/2020,0700,198,0.16, ,0.00, ,201, ,1.5, ,16.4, ,79, ,12.8, ,6.5, ,224, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/16/2020,0800,198,0.29, ,0.00, ,388, ,1.5, ,17.7, ,73, ,12.8, ,5.7, ,238, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/16/2020,0900,198,0.43, ,0.00, ,574, ,1.5, ,19.4, ,66, ,12.9, ,5.4, ,233, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1000,198,0.54, ,0.00, ,676, ,1.5, ,21.0, ,60, ,13.0, ,5.8, ,232, ,21.1, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1100,198,0.70, ,0.00, ,863, ,1.5, ,23.1, ,54, ,13.2, ,5.7, ,234, ,21.5, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1200,198,0.78, ,0.00, ,940, ,1.5, ,24.9, ,47, ,12.7, ,5.8, ,232, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1300,198,0.74, ,0.00, ,794, ,1.5, ,26.3, ,43, ,12.7, ,5.9, ,228, ,22.6, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1400,198,0.86, ,0.00, ,919, ,1.4, ,27.6, ,38, ,11.9, ,7.0, ,235, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1500,198,0.84, ,0.00, ,828, ,1.2, ,27.7, ,33, ,10.0, ,8.2, ,224, ,23.6, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1600,198,0.77, ,0.00, ,689, ,1.1, ,27.3, ,31, ,8.5, ,8.5, ,225, ,23.8, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1700,198,0.59, ,0.00, ,509, ,1.2, ,26.1, ,36, ,9.7, ,8.0, ,224, ,23.9, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1800,198,0.41, ,0.00, ,309, ,1.3, ,24.6, ,42, ,10.9, ,7.8, ,222, ,23.9, 
140,Twitchell Island,San Francisco Bay,7/16/2020,1900,198,0.22, ,0.00, ,121, ,1.3, ,22.6, ,48, ,11.1, ,7.4, ,223, ,23.7, 
140,Twitchell Island,San Francisco Bay,7/16/2020,2000,198,0.10, ,0.00, ,11, ,1.4, ,20.0, ,59, ,11.8, ,7.5, ,225, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/16/2020,2100,198,0.06, ,0.00, ,0, ,1.4, ,18.3, ,68, ,12.2, ,7.5, ,227, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/16/2020,2200,198,0.05, ,0.00, ,0, ,1.4, ,17.3, ,71, ,12.1, ,7.6, ,227, ,22.6, 
140,Twitchell Island,San Francisco Bay,7/16/2020,2300,198,0.03, ,0.00, ,0, ,1.4, ,16.9, ,75, ,12.3, ,6.4, ,227, ,22.2, 
140,Twitchell Island,San Francisco Bay,7/16/2020,2400,198,0.02, ,0.00, ,0, ,1.4, ,16.2, ,79, ,12.5, ,6.3, ,227, ,21.9, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0100,199,0.02, ,0.00, ,0, ,1.5, ,15.7, ,81, ,12.5, ,6.3, ,229, ,21.6, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0200,199,0.01, ,0.00, ,0, ,1.5, ,15.4, ,83, ,12.5, ,5.2, ,237, ,21.4, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0300,199,0.00, ,0.00, ,0, ,1.5, ,15.1, ,85, ,12.7, ,5.3, ,241, ,21.2, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0400,199,0.00, ,0.00, ,0, ,1.5, ,15.0, ,86, ,12.8, ,5.2, ,234, ,21.1, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0500,199,0.00, ,0.00, ,1, ,1.5, ,14.9, ,87, ,12.8, ,5.1, ,233, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0600,199,0.03, ,0.00, ,51, ,1.5, ,15.2, ,87, ,13.0, ,5.8, ,232, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0700,199,0.16, ,0.00, ,206, ,1.5, ,16.3, ,82, ,13.1, ,6.5, ,231, ,20.6, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0800,199,0.30, ,0.00, ,398, ,1.5, ,17.6, ,75, ,13.1, ,7.1, ,231, ,20.6, 
140,Twitchell Island,San Francisco Bay,7/17/2020,0900,199,0.45, ,0.00, ,588, ,1.5, ,19.1, ,68, ,13.1, ,6.9, ,234, ,20.6, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1000,199,0.56, ,0.00, ,714, ,1.5, ,20.8, ,62, ,13.2, ,5.8, ,235, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1100,199,0.67, ,0.00, ,829, ,1.5, ,22.8, ,56, ,13.5, ,5.3, ,231, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1200,199,0.60, ,0.00, ,700, ,1.5, ,24.6, ,49, ,13.3, ,4.8, ,238, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1300,199,0.79, ,0.00, ,909, ,1.5, ,26.0, ,45, ,13.2, ,5.2, ,240, ,22.4, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1400,199,0.80, ,0.00, ,921, ,1.5, ,26.9, ,43, ,13.3, ,5.6, ,235, ,23.0, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1500,199,0.75, ,0.00, ,822, ,1.5, ,27.3, ,41, ,12.8, ,5.9, ,240, ,23.4, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1600,199,0.61, ,0.00, ,604, ,1.5, ,27.1, ,42, ,13.2, ,6.3, ,238, ,23.8, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1700,199,0.50, ,0.00, ,521, ,1.5, ,26.0, ,45, ,13.3, ,5.9, ,237, ,24.0, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1800,199,0.34, ,0.00, ,320, ,1.5, ,24.2, ,50, ,13.0, ,5.9, ,235, ,24.0, 
140,Twitchell Island,San Francisco Bay,7/17/2020,1900,199,0.14, ,0.00, ,91, ,1.4, ,22.4, ,52, ,12.2, ,5.5, ,232, ,23.9, 
140,Twitchell Island,San Francisco Bay,7/17/2020,2000,199,0.07, ,0.00, ,11, ,1.4, ,19.9, ,60, ,11.9, ,5.7, ,234, ,23.5, 
140,Twitchell Island,San Francisco Bay,7/17/2020,2100,199,0.05, ,0.00, ,0, ,1.4, ,18.2, ,67, ,12.1, ,6.4, ,234, ,23.1, 
140,Twitchell Island,San Francisco Bay,7/17/2020,2200,199,0.03, ,0.00, ,0, ,1.4, ,17.1, ,73, ,12.3, ,6.3, ,231, ,22.8, 
140,Twitchell Island,San Francisco Bay,7/17/2020,2300,199,0.02, ,0.00, ,0, ,1.5, ,16.6, ,77, ,12.5, ,6.4, ,234, ,22.4, 
140,Twitchell Island,San Francisco Bay,7/17/2020,2400,199,0.01, ,0.00, ,0, ,1.5, ,16.0, ,82, ,12.9, ,6.2, ,240, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0100,200,0.01, ,0.00, ,0, ,1.5, ,15.8, ,84, ,13.0, ,5.0, ,245, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0200,200,0.01, ,0.00, ,0, ,1.5, ,15.6, ,85, ,13.1, ,5.6, ,238, ,21.6, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0300,200,0.00, ,0.00, ,0, ,1.5, ,15.4, ,86, ,13.2, ,5.0, ,233, ,21.4, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0400,200,0.00, ,0.00, ,0, ,1.5, ,15.4, ,87, ,13.2, ,5.6, ,230, ,21.2, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0500,200,0.00, ,0.00, ,1, ,1.5, ,15.3, ,88, ,13.3, ,4.0, ,230, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0600,200,0.02, ,0.00, ,50, ,1.5, ,15.5, ,88, ,13.5, ,3.4, ,242, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0700,200,0.14, ,0.00, ,192, ,1.6, ,16.6, ,83, ,13.7, ,4.6, ,234, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0800,200,0.27, ,0.00, ,385, ,1.6, ,18.7, ,74, ,14.0, ,3.8, ,217, ,20.9, 
140,Twitchell Island,San Francisco Bay,7/18/2020,0900,200,0.36, ,0.00, ,478, ,1.6, ,20.6, ,67, ,14.4, ,4.1, ,229, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1000,200,0.53, ,0.00, ,684, ,1.6, ,23.1, ,57, ,14.1, ,3.5, ,225, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1100,200,0.62, ,0.00, ,764, ,1.6, ,25.5, ,49, ,14.0, ,3.0, ,221, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1200,200,0.77, ,0.00, ,951, ,1.6, ,28.1, ,42, ,13.9, ,3.1, ,214, ,22.2, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1300,200,0.80, ,0.00, ,964, ,1.4, ,30.6, ,33, ,12.3, ,2.6, ,227, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1400,200,0.78, ,0.00, ,867, ,1.4, ,32.2, ,30, ,12.4, ,2.8, ,229, ,23.5, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1500,200,0.74, ,0.00, ,775, ,1.3, ,33.4, ,25, ,10.4, ,3.3, ,224, ,24.1, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1600,200,0.66, ,0.00, ,698, ,1.4, ,33.1, ,27, ,11.8, ,4.2, ,220, ,24.6, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1700,200,0.56, ,0.00, ,492, ,1.5, ,31.3, ,32, ,12.9, ,5.7, ,230, ,25.0, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1800,200,0.41, ,0.00, ,316, ,1.6, ,28.7, ,40, ,13.6, ,6.3, ,227, ,25.2, 
140,Twitchell Island,San Francisco Bay,7/18/2020,1900,200,0.22, ,0.00, ,114, ,1.5, ,25.9, ,44, ,12.8, ,6.7, ,224, ,25.0, 
140,Twitchell Island,San Francisco Bay,7/18/2020,2000,200,0.11, ,0.00, ,8, ,1.5, ,23.2, ,52, ,12.7, ,6.5, ,225, ,24.6, 
140,Twitchell Island,San Francisco Bay,7/18/2020,2100,200,0.10, ,0.00, ,0, ,1.5, ,21.7, ,57, ,12.8, ,7.2, ,222, ,24.2, 
140,Twitchell Island,San Francisco Bay,7/18/2020,2200,200,0.10, ,0.00, ,0, ,1.4, ,20.6, ,59, ,12.4, ,8.0, ,225, ,23.7, 
140,Twitchell Island,San Francisco Bay,7/18/2020,2300,200,0.08, ,0.00, ,0, ,1.5, ,19.5, ,64, ,12.6, ,7.8, ,227, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/18/2020,2400,200,0.05, ,0.00, ,0, ,1.5, ,18.2, ,71, ,12.9, ,7.6, ,230, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0100,201,0.04, ,0.00, ,0, ,1.5, ,17.5, ,76, ,13.1, ,7.5, ,226, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0200,201,0.04, ,0.00, ,0, ,1.5, ,16.9, ,77, ,12.8, ,7.7, ,224, ,22.2, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0300,201,0.03, ,0.00, ,0, ,1.5, ,16.1, ,80, ,12.7, ,8.2, ,231, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0400,201,0.02, ,0.00, ,0, ,1.5, ,15.9, ,82, ,12.9, ,8.2, ,231, ,21.5, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0500,201,0.02, ,0.00, ,1, ,1.5, ,15.6, ,85, ,13.0, ,8.4, ,229, ,21.2, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0600,201,0.04, ,0.00, ,49, ,1.5, ,15.5, ,85, ,13.1, ,8.2, ,230, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0700,201,0.18, ,0.00, ,203, ,1.5, ,16.6, ,81, ,13.2, ,8.9, ,236, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0800,201,0.32, ,0.00, ,396, ,1.5, ,17.8, ,75, ,13.3, ,8.9, ,234, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/19/2020,0900,201,0.47, ,0.00, ,585, ,1.5, ,19.2, ,68, ,13.2, ,8.9, ,232, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1000,201,0.62, ,0.00, ,749, ,1.5, ,21.1, ,61, ,13.3, ,7.7, ,228, ,21.1, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1100,201,0.75, ,0.00, ,873, ,1.5, ,23.7, ,52, ,13.2, ,7.3, ,230, ,21.5, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1200,201,0.85, ,0.00, ,951, ,1.5, ,25.7, ,45, ,12.8, ,7.2, ,224, ,22.0, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1300,201,0.91, ,0.00, ,974, ,1.4, ,26.9, ,40, ,12.4, ,7.7, ,228, ,22.6, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1400,201,0.88, ,0.00, ,918, ,1.4, ,27.8, ,39, ,12.4, ,7.7, ,228, ,23.1, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1500,201,0.85, ,0.00, ,845, ,1.4, ,27.6, ,39, ,12.3, ,8.6, ,229, ,23.6, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1600,201,0.72, ,0.00, ,698, ,1.4, ,26.9, ,40, ,12.3, ,9.0, ,224, ,23.9, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1700,201,0.57, ,0.00, ,513, ,1.4, ,25.6, ,44, ,12.4, ,8.7, ,223, ,24.0, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1800,201,0.40, ,0.00, ,297, ,1.4, ,24.4, ,46, ,12.0, ,8.2, ,226, ,23.9, 
140,Twitchell Island,San Francisco Bay,7/19/2020,1900,201,0.21, ,0.00, ,112, ,1.4, ,22.6, ,51, ,11.9, ,7.7, ,229, ,23.6, 
140,Twitchell Island,San Francisco Bay,7/19/2020,2000,201,0.12, ,0.00, ,9, ,1.4, ,20.6, ,56, ,11.7, ,8.2, ,225, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/19/2020,2100,201,0.09, ,0.00, ,0, ,1.4, ,19.0, ,63, ,11.8, ,8.8, ,226, ,22.8, 
140,Twitchell Island,San Francisco Bay,7/19/2020,2200,201,0.07, ,0.00, ,0, ,1.4, ,17.5, ,70, ,12.0, ,9.1, ,224, ,22.4, 
140,Twitchell Island,San Francisco Bay,7/19/2020,2300,201,0.04, ,0.00, ,0, ,1.4, ,16.7, ,75, ,12.2, ,8.3, ,223, ,22.0, 
140,Twitchell Island,San Francisco Bay,7/19/2020,2400,201,0.03, ,0.00, ,0, ,1.4, ,16.3, ,77, ,12.2, ,7.5, ,230, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0100,202,0.04, ,0.00, ,0, ,1.4, ,15.7, ,80, ,12.2, ,8.6, ,227, ,21.4, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0200,202,0.03, ,0.00, ,0, ,1.4, ,15.1, ,84, ,12.3, ,9.7, ,220, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0300,202,0.02, ,0.00, ,0, ,1.4, ,14.8, ,85, ,12.4, ,9.4, ,225, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0400,202,0.01, ,0.00, ,0, ,1.4, ,14.6, ,86, ,12.3, ,7.3, ,211, ,20.4, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0500,202,0.01, ,0.00, ,0, ,1.4, ,14.6, ,85, ,12.2, ,6.3, ,212, ,20.3, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0600,202,0.03, ,0.00, ,43, ,1.4, ,14.7, ,87, ,12.5, ,6.9, ,216, ,20.1, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0700,202,0.15, ,0.00, ,193, ,1.5, ,15.5, ,84, ,12.8, ,7.9, ,218, ,20.0, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0800,202,0.28, ,0.00, ,384, ,1.5, ,16.6, ,80, ,13.2, ,8.0, ,226, ,20.0, 
140,Twitchell Island,San Francisco Bay,7/20/2020,0900,202,0.42, ,0.00, ,577, ,1.5, ,17.9, ,75, ,13.3, ,7.8, ,228, ,20.1, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1000,202,0.48, ,0.00, ,620, ,1.6, ,19.7, ,67, ,13.6, ,6.7, ,223, ,20.4, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1100,202,0.68, ,0.00, ,868, ,1.6, ,21.3, ,61, ,13.6, ,6.9, ,223, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1200,202,0.76, ,0.00, ,944, ,1.5, ,22.8, ,56, ,13.5, ,7.0, ,231, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1300,202,0.81, ,0.00, ,926, ,1.5, ,23.9, ,52, ,13.5, ,7.4, ,234, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1400,202,0.80, ,0.00, ,930, ,1.5, ,24.8, ,50, ,13.5, ,7.3, ,232, ,22.3, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1500,202,0.68, ,0.00, ,687, ,1.6, ,25.0, ,49, ,13.5, ,8.3, ,222, ,22.8, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1600,202,0.61, ,0.00, ,596, ,1.5, ,25.2, ,47, ,13.2, ,7.8, ,225, ,23.0, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1700,202,0.39, ,0.00, ,366, ,1.5, ,25.2, ,47, ,13.0, ,5.8, ,218, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1800,202,0.35, ,0.00, ,302, ,1.5, ,24.0, ,49, ,12.7, ,6.7, ,217, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/20/2020,1900,202,0.20, ,0.00, ,113, ,1.4, ,21.9, ,54, ,12.1, ,7.9, ,227, ,23.1, 
140,Twitchell Island,San Francisco Bay,7/20/2020,2000,202,0.09, ,0.00, ,8, ,1.4, ,19.6, ,61, ,11.9, ,7.8, ,226, ,22.7, 
140,Twitchell Island,San Francisco Bay,7/20/2020,2100,202,0.07, ,0.00, ,0, ,1.4, ,18.2, ,68, ,12.1, ,7.9, ,224, ,22.3, 
140,Twitchell Island,San Francisco Bay,7/20/2020,2200,202,0.03, ,0.00, ,0, ,1.4, ,17.5, ,70, ,12.0, ,5.2, ,227, ,22.0, 
140,Twitchell Island,San Francisco Bay,7/20/2020,2300,202,0.04, ,0.00, ,0, ,1.4, ,16.9, ,72, ,11.9, ,6.6, ,225, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/20/2020,2400,202,0.03, ,0.00, ,0, ,1.4, ,16.3, ,77, ,12.2, ,7.6, ,223, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0100,203,0.02, ,0.00, ,0, ,1.4, ,15.6, ,81, ,12.4, ,7.0, ,221, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0200,203,0.01, ,0.00, ,0, ,1.4, ,15.2, ,84, ,12.5, ,6.9, ,221, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0300,203,0.00, ,0.00, ,0, ,1.5, ,14.7, ,87, ,12.6, ,6.4, ,218, ,20.5, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0400,203,0.01, ,0.00, ,0, ,1.4, ,14.8, ,85, ,12.3, ,6.5, ,225, ,20.3, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0500,203,0.00, ,0.00, ,0, ,1.4, ,14.4, ,87, ,12.3, ,6.0, ,225, ,20.2, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0600,203,0.03, ,0.00, ,45, ,1.4, ,14.5, ,86, ,12.2, ,6.3, ,227, ,20.0, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0700,203,0.15, ,0.00, ,195, ,1.4, ,15.5, ,82, ,12.4, ,7.3, ,231, ,19.8, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0800,203,0.28, ,0.00, ,388, ,1.5, ,17.1, ,75, ,12.7, ,6.8, ,226, ,19.8, 
140,Twitchell Island,San Francisco Bay,7/21/2020,0900,203,0.38, ,0.00, ,497, ,1.5, ,18.8, ,69, ,12.9, ,6.2, ,226, ,20.0, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1000,203,0.54, ,0.00, ,702, ,1.5, ,20.6, ,63, ,13.3, ,5.5, ,221, ,20.3, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1100,203,0.68, ,0.00, ,871, ,1.6, ,22.8, ,56, ,13.7, ,5.3, ,224, ,20.7, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1200,203,0.68, ,0.00, ,800, ,1.6, ,24.4, ,51, ,13.5, ,5.0, ,236, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1300,203,0.65, ,0.00, ,733, ,1.5, ,24.7, ,50, ,13.4, ,5.9, ,231, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1400,203,0.51, ,0.00, ,510, ,1.6, ,24.4, ,51, ,13.7, ,7.4, ,227, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1500,203,0.66, ,0.00, ,683, ,1.6, ,26.0, ,46, ,13.6, ,6.8, ,226, ,22.4, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1600,203,0.58, ,0.00, ,567, ,1.5, ,27.7, ,41, ,13.4, ,5.8, ,227, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1700,203,0.52, ,0.00, ,522, ,1.5, ,27.0, ,43, ,13.4, ,6.1, ,227, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1800,203,0.37, ,0.00, ,331, ,1.5, ,25.1, ,47, ,13.0, ,6.3, ,228, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/21/2020,1900,203,0.17, ,0.00, ,134, ,1.5, ,22.3, ,55, ,12.7, ,6.0, ,235, ,23.2, 
140,Twitchell Island,San Francisco Bay,7/21/2020,2000,203,0.05, ,0.00, ,10, ,1.5, ,18.9, ,69, ,13.1, ,6.9, ,232, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/21/2020,2100,203,0.02, ,0.00, ,0, ,1.5, ,17.0, ,79, ,13.3, ,8.2, ,235, ,22.4, 
140,Twitchell Island,San Francisco Bay,7/21/2020,2200,203,0.00, ,0.00, ,0, ,1.5, ,15.9, ,85, ,13.3, ,7.9, ,233, ,22.1, 
140,Twitchell Island,San Francisco Bay,7/21/2020,2300,203,0.00, ,0.00, ,0, ,1.5, ,15.4, ,88, ,13.4, ,7.8, ,230, ,21.7, 
140,Twitchell Island,San Francisco Bay,7/21/2020,2400,203,0.00, ,0.00, ,0, ,1.5, ,15.4, ,88, ,13.5, ,6.7, ,224, ,21.3, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0100,204,0.00, ,0.00, ,0, ,1.5, ,15.2, ,89, ,13.3, ,6.3, ,227, ,21.0, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0200,204,0.00, ,0.00, ,0, ,1.5, ,15.0, ,88, ,13.1, ,6.0, ,225, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0300,204,0.00, ,0.00, ,0, ,1.5, ,14.8, ,88, ,12.9, ,5.4, ,229, ,20.6, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0400,204,0.00, ,0.00, ,0, ,1.5, ,14.8, ,88, ,12.8, ,5.4, ,233, ,20.4, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0500,204,0.00, ,0.00, ,0, ,1.5, ,14.8, ,88, ,12.8, ,4.8, ,232, ,20.2, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0600,204,0.02, ,0.00, ,48, ,1.5, ,14.9, ,88, ,12.9, ,3.8, ,239, ,20.2, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0700,204,0.14, ,0.00, ,212, ,1.5, ,15.9, ,84, ,13.2, ,5.1, ,232, ,20.1, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0800,204,0.27, ,0.00, ,410, ,1.5, ,17.1, ,79, ,13.4, ,4.7, ,236, ,20.0, 
140,Twitchell Island,San Francisco Bay,7/22/2020,0900,204,0.41, ,0.00, ,606, ,1.6, ,18.6, ,73, ,13.6, ,4.8, ,235, ,20.2, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1000,204,0.55, ,0.00, ,777, ,1.6, ,20.3, ,66, ,13.8, ,5.2, ,230, ,20.4, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1100,204,0.68, ,0.00, ,907, ,1.6, ,21.9, ,59, ,13.6, ,5.2, ,228, ,20.8, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1200,204,0.77, ,0.00, ,985, ,1.6, ,23.6, ,54, ,13.8, ,5.2, ,232, ,21.4, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1300,204,0.82, ,0.00, ,992, ,1.6, ,25.4, ,50, ,14.0, ,5.6, ,230, ,21.9, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1400,204,0.84, ,0.00, ,967, ,1.6, ,26.4, ,47, ,14.1, ,6.1, ,234, ,22.5, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1500,204,0.78, ,0.00, ,866, ,1.6, ,26.5, ,46, ,13.9, ,6.9, ,231, ,23.0, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1600,204,0.67, ,0.00, ,722, ,1.6, ,26.2, ,46, ,13.5, ,7.4, ,225, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1700,204,0.50, ,0.00, ,538, ,1.6, ,25.5, ,48, ,13.5, ,7.0, ,231, ,23.5, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1800,204,0.34, ,0.00, ,331, ,1.5, ,23.7, ,52, ,13.4, ,6.5, ,232, ,23.5, 
140,Twitchell Island,San Francisco Bay,7/22/2020,1900,204,0.15, ,0.00, ,133, ,1.5, ,21.7, ,59, ,13.2, ,6.1, ,227, ,23.3, 
140,Twitchell Island,San Francisco Bay,7/22/2020,2000,204,0.03, ,0.00, ,9, ,1.5, ,19.3, ,68, ,13.2, ,5.1, ,226, ,22.9, 
140,Twitchell Island,San Francisco Bay,7/22/2020,2100,204,0.02, ,0.00, ,0, ,1.5, ,17.8, ,74, ,13.1, ,6.0, ,225, ,22.6, 
140,Twitchell Island,San Francisco Bay,7/22/2020,2200,204,0.00, ,0.00, ,0, ,1.5, ,16.4, ,81, ,13.1, ,5.9, ,229, ,22.2, 
140,Twitchell Island,San Francisco Bay,7/22/2020,2300,204,0.00, ,0.00, ,0, ,1.5, ,15.6, ,85, ,13.0, ,6.8, ,226, ,21.8, 
140,Twitchell Island,San Francisco Bay,7/22/2020,2400,204,0.00, ,0.00, ,0, ,1.5, ,15.0, ,88, ,13.1, ,6.4, ,236, ,21.5, 
